"SequenceID","FieldID","Species","VisitID","Transect","VisitDate","CoEOfConsvm","PlantedDate","SeedVendor","Quadrat","CoverValue"
"2135","Gage11018A","Ulmus pumila","F1Fossler",1,2018-10-23,"*",NA,NA,"Q3FC",NA
"2139","Gage11018A","Ulmus pumila","F2Fossler",2,2018-10-23,"*",NA,NA,"Q3FC",NA
"2143","Gage11018A","Monarda citriodora","SP2Fossler",2,2018-06-12,"*",NA,NA,"Q3FC",NA
"2151","Gage11054","Monarda citriodora","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",1
"2161","Gage11054","Bromus japonicus","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2164","Gage11054","Bromus tectorum","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2166","Gage11054","Monarda citriodora","F2Riha",2,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2176","Gage11054","Echinochloa crus-galli","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2181","Gage11054","Penstemon digitalis","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2186","Gage11054","Bromus tectorum","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2190","Gage11054","Bromus tectorum","F2Riha",2,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2200","Gage11054","Ulmus pumila","F2Riha",2,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2202","Gage11054","Ulmus pumila","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2205","Gage11054","Monarda citriodora","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2207","Gage11054","Bromus tectorum","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2213","Gage11054","Bromus inermis","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2214","Gage11054","Lactuca serriola","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2215","Gage11054","Monarda citriodora","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2216","Gage11054","Penstemon digitalis","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2223","Gage11054","Bromus japonicus","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q3FC",NA
"2237","Gage11060","Monarda citriodora","SP1Seitz",1,2018-06-12,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2247","Gage11060","Monarda citriodora","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2249","Gage11060","Taraxacum officinale","F1Seitz",1,2018-10-23,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2250","Gage11060","Setaria viridis","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2264","Gage11060","Echinacea purpurea","F1Seitz",1,2018-10-23,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2266","Gage11060","Taraxacum officinale","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2287","Gage11060","Bromus tectorum","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2292","Gage11060","Bromus tectorum","SP1Seitz",1,2018-06-12,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2296","Gage11060","Poa pratensis","SP1Seitz",1,2018-06-12,"*",2015-02-24,"Stock Seed","Q3FC",NA
"2300","Harlan11007A","Trifolium pratense","SP1Lutjeharms4.6",1,2018-05-31,"*",NA,NA,"Q3FC",NA
"2309","Harlan11007A","Bromus inermis","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2310","Harlan11007A","Monarda citriodora","SP1Lutjeharms4.6",1,2018-05-31,"*",NA,NA,"Q3FC",NA
"2311","Harlan11007A","Verbascum thapsus","SP1Lutjeharms4.6",1,2018-05-31,"*",NA,NA,"Q3FC",NA
"2312","Harlan11007A","Monarda citriodora","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q3FC",NA
"2325","Harlan11007A","Ulmus pumila","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q3FC",NA
"2328","Harlan11007A","Ulmus pumila","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2332","Harlan11007A","Monarda citriodora","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2334","Harlan11007A","Gaillardia aristata","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q3FC",NA
"2335","Harlan11007A","Verbascum thapsus","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q3FC",NA
"2336","Harlan11007A","Verbascum thapsus","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2340","Harlan11007A","Trifolium pratense","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2344","Harlan11007A","Monarda citriodora","F2Lutjeharms4.6",2,2018-09-27,"*",NA,NA,"Q3FC",NA
"2351","Harlan11007A","Lactuca serriola","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2355","Harlan11008A","Trifolium pratense","SP2Lutjeharms",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2359","Harlan11008A","Kochia scoparia","SP1Lutjeharms",1,2018-05-31,"*",NA,NA,"Q3FC",NA
"2360","Harlan11008A","Kochia scoparia","SP2Lutjeharms",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2362","Harlan11008A","Lactuca serriola","SP1Lutjeharms",1,2018-05-31,"*",NA,NA,"Q3FC",NA
"2365","Harlan11008A","Chenopodium album","SP2Lutjeharms",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2371","Harlan11008A","Cannabis sativa","SP2Lutjeharms",2,2018-05-31,"*",NA,NA,"Q3FC",NA
"2373","Harlan11008A","Taraxacum officinale","SP1Lutjeharms",1,2018-05-31,"*",NA,NA,"Q3FC",NA
"2413","Harlan11012","Lactuca serriola","SP2Woollen",2,2018-05-31,"*",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3FC",NA
"2420","Harlan11012","Lactuca serriola","SP1Woollen",1,2018-05-31,"*",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3FC",NA
"2440","Harlan11012","Taraxacum officinale","F2Woollen",2,2018-09-28,"*",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3FC",NA
"2451","Johnson110261","Convolvulus arvensis","SP2Leuenberger1",2,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2459","Johnson110261","Bromus tectorum","SP2Leuenberger1",2,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2464","Johnson110261","Bromus tectorum","F1Leuenberger1",1,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2465","Johnson110261","Lactuca serriola","SP2Leuenberger1",2,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2479","Johnson110261","Bromus japonicus","SP1Leuenberger1",1,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2481","Johnson110261","Bromus tectorum","F2Leuenberger1",2,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2484","Johnson110261","Convolvulus arvensis","F2Leuenberger1",2,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2489","Johnson110261","Setaria viridis","F1Leuenberger1",1,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2490","Johnson110261","Taraxacum officinale","F1Leuenberger1",1,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2491","Johnson110261","Lactuca serriola","SP1Leuenberger1",1,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2500","Johnson110261","Taraxacum officinale","F2Leuenberger1",2,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2504","Johnson110261","Bromus japonicus","SP2Leuenberger1",2,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2516","Johnson110261","Convolvulus arvensis","SP1Leuenberger1",1,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2519","Johnson110261","Setaria viridis","F2Leuenberger1",2,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2535","Johnson110262","Taraxacum officinale","F1Leuenberger2",1,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2543","Johnson110262","Morus alba","SP2Leuenberger2",2,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2544","Johnson110262","Bromus japonicus","SP2Leuenberger2",2,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2546","Johnson110262","Setaria viridis","F2Leuenberger2",2,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2551","Johnson110262","Thlaspi arvense","SP2Leuenberger2",2,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2552","Johnson110262","Setaria viridis","F1Leuenberger2",1,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2579","Johnson110262","Lactuca serriola","SP1Leuenberger2",1,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2587","Johnson110262","Bromus tectorum","SP1Leuenberger2",1,2018-06-14,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2588","Johnson110262","Bromus japonicus","F1Leuenberger2",1,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2590","Johnson110262","Bromus tectorum","F1Leuenberger2",1,2018-10-29,"*",2014-11-26,"Wagner's Feed Store","Q3FC",NA
"2598","Webster11004","Bromus tectorum","SP1Shipman8.3",1,2018-06-01,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2607","Webster11004","Morus alba","SP2Shipman8.3",2,2018-06-01,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2614","Webster11004","Lactuca serriola","SP2Shipman8.3",2,2018-06-01,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2615","Webster11004","Coreopsis lanceolata","F2Shipman8.3",2,2018-09-27,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2628","Webster11004","Chenopodium album","F1Shipman8.3",1,2018-09-27,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2638","Webster11004","Coreopsis lanceolata","SP1Shipman8.3",1,2018-06-01,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2644","Webster11004","Bromus tectorum","SP2Shipman8.3",2,2018-06-01,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2650","Webster11004","Trifolium pratense","SP2Shipman8.3",2,2018-06-01,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2656","Webster11004","Bromus tectorum","F2Shipman8.3",2,2018-09-27,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2658","Webster11004","Bromus inermis","SP2Shipman8.3",2,2018-06-01,"*",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2663","Webster11006","Chenopodium album","SP2Rasser",2,2018-06-01,"*",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2667","Webster11006","Ulmus pumila","SP2Rasser",2,2018-06-01,"*",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2669","Webster11006","Bromus inermis","SP2Rasser",2,2018-06-01,"*",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2672","Webster11006","Chenopodium album","SP1Rasser",1,2018-06-01,"*",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2674","Antelope11001","Phleum pratense","SP2Fulton1.9",2,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2681","Antelope11001","Cirsium arvense","SP2Fulton1.9",2,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2685","Antelope11001","Bromus inermis","SP2Fulton1.9",2,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2692","Antelope11001","Medicago sativa","SP2Fulton1.9",2,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2693","Antelope11001","Bromus inermis","SP1Fulton1.9",1,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2695","Antelope11001","Phleum pratense","SP1Fulton1.9",1,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2698","Antelope11001","Ulmus pumila","SP2Fulton1.9",2,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2706","Antelope11001","Securigera varia","SP1Fulton1.9",1,2018-06-05,"*",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",1
"2710","Antelope11002","Trifolium pratense","SP2Fulton",2,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2712","Antelope11002","Phleum pratense","SP1Fulton",1,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2714","Antelope11002","Bromus inermis","SP2Fulton",2,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2715","Antelope11002","Medicago sativa","SP2Fulton",2,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2717","Antelope11002","Taraxacum officinale","SP2Fulton",2,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2719","Antelope11002","Bromus inermis","SP1Fulton",1,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2720","Antelope11002","Lactuca serriola","SP2Fulton",2,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2722","Antelope11002","Cirsium arvense","SP2Fulton",2,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2723","Antelope11002","Medicago sativa","SP1Fulton",1,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2725","Antelope11002","Cirsium arvense","SP1Fulton",1,2018-06-05,"*",2015-05-09,"The Seed House","Q4FC",NA
"2730","Antelope11005","Chenopodium album","SP2Knievel",2,2018-06-06,"*",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2750","Antelope11005","Securigera varia","SP1Knievel",1,2018-06-06,"*",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2754","Antelope11005","Chenopodium album","SP1Knievel",1,2018-06-06,"*",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2762","Antelope11025A","Chenopodium album","SP2Pellatz",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2764","Antelope11025A","Cannabis sativa","SP2Pellatz",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2767","Antelope11025A","Convolvulus arvensis","SP2Pellatz",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2777","Antelope11025A","Bromus tectorum","SP1Pellatz",1,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2784","Antelope11025A","Bromus tectorum","SP2Pellatz",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2789","Antelope11025A","Salsola tragus","SP2Pellatz",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2791","Antelope11025B","Cannabis sativa","SP2Pellatz5.8",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2800","Antelope11025B","Lactuca serriola","SP2Pellatz5.8",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2802","Antelope11025B","Cannabis sativa","SP1Pellatz5.8",1,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2812","Antelope11025B","Convolvulus arvensis","SP2Pellatz5.8",2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2822","Furnas1008","Melilotus officinalis","F3Schluntz14.84",3,2018-09-28,"*",NA,NA,"Q4FC",NA
"2825","Furnas1008","Cannabis sativa","F3Schluntz14.84",3,2018-09-28,"*",NA,NA,"Q4FC",NA
"2832","Furnas1008","Salsola tragus","F3Schluntz14.84",3,2018-09-28,"*",NA,NA,"Q4FC",NA
"2841","Furnas11006","Bromus tectorum","SP2Schluntz",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2843","Furnas11006","Convolvulus arvensis","SP1Schluntz",1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2853","Furnas11006","Monarda citriodora","SP1Schluntz",1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2856","Furnas11006","Salsola tragus","SP2Schluntz",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2860","Furnas11006","Convolvulus arvensis","F1Schluntz",1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2861","Furnas11006","Gaillardia aristata","F1Schluntz",1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2871","Furnas11006","Salsola tragus","F2Schluntz",2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2872","Furnas11006","Melilotus officinalis","SP2Schluntz",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2875","Furnas11006","Kochia scoparia","SP2Schluntz",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2876","Furnas11006","Cannabis sativa","SP2Schluntz",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2879","Furnas11008","Bromus inermis","F2Schluntz14.84",2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2882","Furnas11008","Chenopodium album","SP2Schluntz14.84",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2888","Furnas11008","Salsola tragus","F2Schluntz14.84",2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2899","Furnas11008","Salsola tragus","SP3Schluntz14.84",3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2902","Furnas11008","Thlaspi arvense","SP2Schluntz14.84",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2904","Furnas11008","Cannabis sativa","SP2Schluntz14.84",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2906","Furnas11008","Cannabis sativa","SP3Schluntz14.84",3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2909","Furnas11008","Melilotus officinalis","SP1Schluntz14.84",1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2916","Furnas11008","Salsola tragus","SP2Schluntz14.84",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2919","Furnas11008","Nepeta cataria","SP2Schluntz14.84",2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2926","Furnas11008","Lactuca serriola","SP3Schluntz14.84",3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2929","Furnas11008","Cannabis sativa","SP1Schluntz14.84",1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2932","Furnas11008","Chenopodium album","F2Schluntz14.84",2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2936","Furnas11008","Melilotus officinalis","SP3Schluntz14.84",3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2943","Furnas11008","Lactuca serriola","SP1Schluntz14.84",1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2948","Furnas11008","Monarda citriodora","SP3Schluntz14.84",3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2949","Furnas11008","Lactuca serriola","F2Schluntz14.84",2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2950","Furnas11008","Verbascum thapsus","F1Schluntz14.84",1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2953","Furnas11008","Cannabis sativa","F2Schluntz14.84",2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2954","Furnas11008","Lactuca serriola","F1Schluntz14.84",1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2964","Gage11018A","Monarda citriodora","F2Fossler",2,2018-10-23,"*",NA,NA,"Q4FC",NA
"2969","Gage11018A","Monarda citriodora","SP1Fossler",1,2018-06-12,"*",NA,NA,"Q4FC",1
"2970","Gage11018A","Monarda citriodora","F1Fossler",1,2018-10-23,"*",NA,NA,"Q4FC",NA
"2977","Gage11018A","Bromus tectorum","F1Fossler",1,2018-10-23,"*",NA,NA,"Q4FC",NA
"2979","Gage11018A","Lactuca serriola","SP2Fossler",2,2018-06-12,"*",NA,NA,"Q4FC",NA
"2983","Gage11018A","Echinacea purpurea","SP1Fossler",1,2018-06-12,"*",NA,NA,"Q4FC",1
"2984","Gage11018A","Echinacea purpurea","F1Fossler",1,2018-10-23,"*",NA,NA,"Q4FC",NA
"3009","Gage11018A","Taraxacum officinale","F1Fossler",1,2018-10-23,"*",NA,NA,"Q4FC",NA
"3012","Gage11018A","Taraxacum officinale","SP2Fossler",2,2018-06-12,"*",NA,NA,"Q4FC",NA
"3021","Gage11018A","Echinacea purpurea","F2Fossler",2,2018-10-23,"*",NA,NA,"Q4FC",NA
"3026","Gage11018A","Ulmus pumila","F1Fossler",1,2018-10-23,"*",NA,NA,"Q4FC",NA
"3030","Gage11018A","Ulmus pumila","F2Fossler",2,2018-10-23,"*",NA,NA,"Q4FC",NA
"3034","Gage11018A","Monarda citriodora","SP2Fossler",2,2018-06-12,"*",NA,NA,"Q4FC",NA
"3042","Gage11054","Monarda citriodora","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3052","Gage11054","Bromus japonicus","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3055","Gage11054","Bromus tectorum","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3057","Gage11054","Monarda citriodora","F2Riha",2,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3067","Gage11054","Echinochloa crus-galli","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3072","Gage11054","Penstemon digitalis","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3077","Gage11054","Bromus tectorum","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3081","Gage11054","Bromus tectorum","F2Riha",2,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3091","Gage11054","Ulmus pumila","F2Riha",2,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3093","Gage11054","Ulmus pumila","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3096","Gage11054","Monarda citriodora","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3098","Gage11054","Bromus tectorum","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3104","Gage11054","Bromus inermis","F1Riha",1,2018-10-23,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3105","Gage11054","Lactuca serriola","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3106","Gage11054","Monarda citriodora","SP2Riha",2,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3107","Gage11054","Penstemon digitalis","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3114","Gage11054","Bromus japonicus","SP1Riha",1,2018-06-12,"*",2015-01-24,"Stock Seed","Q4FC",NA
"3128","Gage11060","Monarda citriodora","SP1Seitz",1,2018-06-12,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3138","Gage11060","Monarda citriodora","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3140","Gage11060","Taraxacum officinale","F1Seitz",1,2018-10-23,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3141","Gage11060","Setaria viridis","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3155","Gage11060","Echinacea purpurea","F1Seitz",1,2018-10-23,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3157","Gage11060","Taraxacum officinale","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3178","Gage11060","Bromus tectorum","SP2Seitz",2,2018-06-12,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3183","Gage11060","Bromus tectorum","SP1Seitz",1,2018-06-12,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3187","Gage11060","Poa pratensis","SP1Seitz",1,2018-06-12,"*",2015-02-24,"Stock Seed","Q4FC",NA
"3191","Harlan11007A","Trifolium pratense","SP1Lutjeharms4.6",1,2018-05-31,"*",NA,NA,"Q4FC",NA
"3200","Harlan11007A","Bromus inermis","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q4FC",NA
"3201","Harlan11007A","Monarda citriodora","SP1Lutjeharms4.6",1,2018-05-31,"*",NA,NA,"Q4FC",NA
"3202","Harlan11007A","Verbascum thapsus","SP1Lutjeharms4.6",1,2018-05-31,"*",NA,NA,"Q4FC",NA
"3203","Harlan11007A","Monarda citriodora","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q4FC",NA
"3216","Harlan11007A","Ulmus pumila","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q4FC",NA
"3219","Harlan11007A","Ulmus pumila","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q4FC",NA
"3223","Harlan11007A","Monarda citriodora","SP2Lutjeharms4.6",2,2018-05-31,"*",NA,NA,"Q4FC",NA
"3225","Harlan11007A","Gaillardia aristata","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q4FC",NA
"3226","Harlan11007A","Verbascum thapsus","F1Lutjeharms4.6",1,2018-09-27,"*",NA,NA,"Q4FC",NA
