"","Quadrant","Cover Value","Family"
"2518","Q2",NA,"Pea"
"2519","Q2",NA,"Pea"
"2520","Q1",NA,"Pea"
"2521","Q4",NA,"Pea"
"2522","Q5",NA,"Pea"
"2523","Q4",NA,"Pea"
"2524","Q8",1,"Pea"
"2525","Q7",1,"Pea"
"2526","Q9",1,"Pea"
"2527","Q4",1,"Pea"
"2528","Q5",1,"Pea"
"2529","Q5",NA,"Pea"
"2530","Q6",1,"Pea"
"2531","Q7",NA,"Pea"
"2532","Q1",NA,"Pea"
"2533","Q4",NA,"Pea"
"2534","Q10",2,"Pea"
"2535","Q10",1,"Pea"
"2536","Q6",NA,"Pea"
"2537","Q6",1,"Pea"
"2538","Q8",NA,"Pea"
"2539","Q1",NA,"Pea"
"2540","Q6",NA,"Pea"
"2541","Q5",NA,"Pea"
"2542","Q1",NA,"Pea"
"2543","Q1",NA,"Pea"
"2544","Q8",NA,"Pea"
"2545","Q8",NA,"Pea"
"2546","Q5",NA,"Pea"
"2547","Q3",NA,"Pea"
"2548","Q1",NA,"Pea"
"2549","Q8",NA,"Pea"
"2550","Q4",NA,"Pea"
"2551","Q2",NA,"Pea"
"2552","Q3",NA,"Pea"
"2553","Q8",NA,"Pea"
"2554","Q5",2,"Pea"
"2555","Q10",1,"Pea"
"2556","Q9",NA,"Pea"
"2557","Q5",NA,"Pea"
"2558","Q1",NA,"Pea"
"2559","Q9",NA,"Pea"
"2560","Q7",NA,"Pea"
"2561","Q9",NA,"Pea"
"2562","Q2",NA,"Pea"
"2563","Q1",1,"Pea"
"2564","Q6",NA,"Pea"
"2565","Q6",NA,"Pea"
"2566","Q8",NA,"Pea"
"2567","Q1",NA,"Pea"
"2568","Q6",NA,"Pea"
"2569","Q7",NA,"Pea"
"2570","Q3",NA,"Pea"
"2571","Q9",NA,"Pea"
"2572","Q2",NA,"Pea"
"2573","Q2",NA,"Pea"
"2574","Q5",NA,"Pea"
"2575","Q4",1,"Pea"
"2576","Q3",NA,"Pea"
"2577","Q1",1,"Pea"
"2578","Q6",1,"Pea"
"2579","Q3",NA,"Pea"
"2580","Q9",NA,"Pea"
"2581","Q2",NA,"Pea"
"2582","Q8",NA,"Pea"
"2583","Q7",NA,"Pea"
"2584","Q7",NA,"Pea"
"2585","Q9",NA,"Pea"
"2586","Q3",1,"Pea"
"2587","Q1",NA,"Pea"
"2588","Q7",1,"Pea"
"2589","Q1",NA,"Pea"
"2590","Q10",1,"Pea"
"2591","Q9",NA,"Pea"
"2592","Q5",NA,"Pea"
"2593","Q4",NA,"Pea"
"2594","Q8",NA,"Pea"
"2595","Q10",1,"Pea"
"2596","Q4",NA,"Pea"
"2597","Q2",NA,"Pea"
"2598","Q10",NA,"Pea"
"2599","Q10",NA,"Pea"
"2600","Q1",1,"Pea"
"2601","Q2",1,"Pea"
"2602","Q10",1,"Pea"
"2603","Q6",2,"Pea"
"2604","Q5",NA,"Pea"
"2605","Q3",NA,"Pea"
"2606","Q8",1,"Pea"
"2607","Q7",1,"Pea"
"2608","Q9",2,"Pea"
"2609","Q9",NA,"Pea"
"2610","Q10",1,"Pea"
"2611","Q1",NA,"Aster"
"2612","Q1",NA,"Aster"
"2613","Q1",NA,"Aster"
"2614","Q8",4,"Aster"
"2615","Q8",4,"Aster"
"2616","Q8",4,"Aster"
"2617","Q6",2,"Aster"
"2618","Q6",2,"Aster"
"2619","Q6",2,"Aster"
"2620","Q10",NA,"Aster"
"2621","Q10",NA,"Aster"
"2622","Q10",NA,"Aster"
"2623","Q7",2,"Aster"
"2624","Q7",2,"Aster"
"2625","Q7",2,"Aster"
"2626","Q4",1,"Aster"
"2627","Q4",1,"Aster"
"2628","Q4",1,"Aster"
"2629","Q4",NA,"Aster"
"2630","Q4",NA,"Aster"
"2631","Q4",NA,"Aster"
"2632","Q3",1,"Aster"
"2633","Q3",1,"Aster"
"2634","Q3",1,"Aster"
"2635","Q2",1,"Aster"
"2636","Q2",1,"Aster"
"2637","Q2",1,"Aster"
"2638","Q1",1,"Aster"
"2639","Q1",1,"Aster"
"2640","Q1",1,"Aster"
"2641","Q9",NA,"Aster"
"2642","Q9",NA,"Aster"
"2643","Q9",NA,"Aster"
"2644","Q2",2,"Aster"
"2645","Q2",2,"Aster"
"2646","Q2",2,"Aster"
"2647","Q6",NA,"Aster"
"2648","Q6",NA,"Aster"
"2649","Q6",NA,"Aster"
"2650","Q8",NA,"Aster"
"2651","Q8",NA,"Aster"
"2652","Q8",NA,"Aster"
"2653","Q2",NA,"Aster"
"2654","Q2",NA,"Aster"
"2655","Q2",NA,"Aster"
"2656","Q8",NA,"Aster"
"2657","Q8",NA,"Aster"
"2658","Q8",NA,"Aster"
"2659","Q3",NA,"Aster"
"2660","Q3",NA,"Aster"
"2661","Q3",NA,"Aster"
"2662","Q3",NA,"Aster"
"2663","Q3",NA,"Aster"
"2664","Q3",NA,"Aster"
"2665","Q5",NA,"Aster"
"2666","Q5",NA,"Aster"
"2667","Q5",NA,"Aster"
"2668","Q1",NA,"Aster"
"2669","Q1",NA,"Aster"
"2670","Q1",NA,"Aster"
"2671","Q2",NA,"Aster"
"2672","Q2",NA,"Aster"
"2673","Q2",NA,"Aster"
"2674","Q1",NA,"Aster"
"2675","Q1",NA,"Aster"
"2676","Q1",NA,"Aster"
"2677","Q3",2,"Aster"
"2678","Q3",2,"Aster"
"2679","Q3",2,"Aster"
"2680","Q10",NA,"Aster"
"2681","Q10",NA,"Aster"
"2682","Q10",NA,"Aster"
"2683","Q5",NA,"Aster"
"2684","Q5",NA,"Aster"
"2685","Q5",NA,"Aster"
"2686","Q9",NA,"Aster"
"2687","Q9",NA,"Aster"
"2688","Q9",NA,"Aster"
"2689","Q5",NA,"Aster"
"2690","Q5",NA,"Aster"
"2691","Q5",NA,"Aster"
"2692","Q10",NA,"Aster"
"2693","Q10",NA,"Aster"
"2694","Q10",NA,"Aster"
"2695","Q1",NA,"Aster"
"2696","Q1",NA,"Aster"
"2697","Q1",NA,"Aster"
"2698","Q6",NA,"Aster"
"2699","Q6",NA,"Aster"
"2700","Q6",NA,"Aster"
"2701","Q10",3,"Aster"
"2702","Q10",3,"Aster"
"2703","Q10",3,"Aster"
"2704","Q5",NA,"Aster"
"2705","Q5",NA,"Aster"
"2706","Q5",NA,"Aster"
"2707","Q3",NA,"Aster"
"2708","Q3",NA,"Aster"
"2709","Q3",NA,"Aster"
"2710","Q10",NA,"Aster"
"2711","Q10",NA,"Aster"
"2712","Q10",NA,"Aster"
"2713","Q4",2,"Aster"
"2714","Q4",2,"Aster"
"2715","Q4",2,"Aster"
"2716","Q5",3,"Aster"
"2717","Q5",3,"Aster"
"2718","Q5",3,"Aster"
"2719","Q7",NA,"Aster"
"2720","Q7",NA,"Aster"
"2721","Q7",NA,"Aster"
"2722","Q6",NA,"Aster"
"2723","Q6",NA,"Aster"
"2724","Q6",NA,"Aster"
"2725","Q7",NA,"Aster"
"2726","Q7",NA,"Aster"
"2727","Q7",NA,"Aster"
"2728","Q4",4,"Aster"
"2729","Q4",4,"Aster"
"2730","Q4",4,"Aster"
"2731","Q5",2,"Aster"
"2732","Q5",2,"Aster"
"2733","Q5",2,"Aster"
"2734","Q6",NA,"Aster"
"2735","Q6",NA,"Aster"
"2736","Q6",NA,"Aster"
"2737","Q8",1,"Aster"
"2738","Q8",1,"Aster"
"2739","Q8",1,"Aster"
"2740","Q7",1,"Aster"
"2741","Q7",1,"Aster"
"2742","Q7",1,"Aster"
"2743","Q6",1,"Aster"
"2744","Q6",1,"Aster"
"2745","Q6",1,"Aster"
"2746","Q9",NA,"Aster"
"2747","Q9",NA,"Aster"
"2748","Q9",NA,"Aster"
"2749","Q9",2,"Aster"
"2750","Q9",2,"Aster"
"2751","Q9",2,"Aster"
"2752","Q4",NA,"Aster"
"2753","Q4",NA,"Aster"
"2754","Q4",NA,"Aster"
"2755","Q9",NA,"Aster"
"2756","Q9",NA,"Aster"
"2757","Q9",NA,"Aster"
"2758","Q2",1,"Aster"
"2759","Q2",1,"Aster"
"2760","Q2",1,"Aster"
"2761","Q9",NA,"Aster"
"2762","Q9",NA,"Aster"
"2763","Q9",NA,"Aster"
"2764","Q7",NA,"Aster"
"2765","Q7",NA,"Aster"
"2766","Q7",NA,"Aster"
"2767","Q10",NA,"Aster"
"2768","Q10",NA,"Aster"
"2769","Q10",NA,"Aster"
"2770","Q3",1,"Aster"
"2771","Q3",1,"Aster"
"2772","Q3",1,"Aster"
"2773","Q7",NA,"Aster"
"2774","Q7",NA,"Aster"
"2775","Q7",NA,"Aster"
"2776","Q8",NA,"Aster"
"2777","Q8",NA,"Aster"
"2778","Q8",NA,"Aster"
"2779","Q4",NA,"Aster"
"2780","Q4",NA,"Aster"
"2781","Q4",NA,"Aster"
"2782","Q6",2,"Aster"
"2783","Q6",2,"Aster"
"2784","Q6",2,"Aster"
"2785","Q2",NA,"Aster"
"2786","Q2",NA,"Aster"
"2787","Q2",NA,"Aster"
"2788","Q1",5,"Aster"
"2789","Q1",5,"Aster"
"2790","Q1",5,"Aster"
"2791","Q10",2,"Aster"
"2792","Q10",2,"Aster"
"2793","Q10",2,"Aster"
"2794","Q2",NA,"Aster"
"2795","Q2",NA,"Aster"
"2796","Q2",NA,"Aster"
"2797","Q8",NA,"Aster"
"2798","Q8",NA,"Aster"
"2799","Q8",NA,"Aster"
"2800","Q9",2,"Aster"
"2801","Q9",2,"Aster"
"2802","Q9",2,"Aster"
"2803","Q2",2,"Aster"
"2804","Q2",2,"Aster"
"2805","Q2",2,"Aster"
"2806","Q3",2,"Aster"
"2807","Q3",2,"Aster"
"2808","Q3",2,"Aster"
"2809","Q10",NA,"Aster"
"2810","Q10",NA,"Aster"
"2811","Q10",NA,"Aster"
"2812","Q7",3,"Aster"
"2813","Q7",3,"Aster"
"2814","Q7",3,"Aster"
"2815","Q5",2,"Aster"
"2816","Q5",2,"Aster"
"2817","Q5",2,"Aster"
"2818","Q1",2,"Aster"
"2819","Q1",2,"Aster"
"2820","Q1",2,"Aster"
"2821","Q6",3,"Aster"
"2822","Q6",3,"Aster"
"2823","Q6",3,"Aster"
"2824","Q5",NA,"Aster"
"2825","Q5",NA,"Aster"
"2826","Q5",NA,"Aster"
"2827","Q5",5,"Aster"
"2828","Q5",5,"Aster"
"2829","Q5",5,"Aster"
"2830","Q7",3,"Aster"
"2831","Q7",3,"Aster"
"2832","Q7",3,"Aster"
"2833","Q3",NA,"Aster"
"2834","Q3",NA,"Aster"
"2835","Q3",NA,"Aster"
"2836","Q10",2,"Aster"
"2837","Q10",2,"Aster"
"2838","Q10",2,"Aster"
"2839","Q1",1,"Aster"
"2840","Q1",1,"Aster"
"2841","Q1",1,"Aster"
"2842","Q7",5,"Aster"
"2843","Q7",5,"Aster"
"2844","Q7",5,"Aster"
"2845","Q6",2,"Aster"
"2846","Q6",2,"Aster"
"2847","Q6",2,"Aster"
"2848","Q1",NA,"Aster"
"2849","Q1",NA,"Aster"
"2850","Q1",NA,"Aster"
"2851","Q4",3,"Aster"
"2852","Q4",3,"Aster"
"2853","Q4",3,"Aster"
"2854","Q8",2,"Aster"
"2855","Q8",2,"Aster"
"2856","Q8",2,"Aster"
"2857","Q7",NA,"Aster"
"2858","Q7",NA,"Aster"
"2859","Q7",NA,"Aster"
"2860","Q7",2,"Aster"
"2861","Q7",2,"Aster"
"2862","Q7",2,"Aster"
"2863","Q4",2,"Aster"
"2864","Q4",2,"Aster"
"2865","Q4",2,"Aster"
"2866","Q6",NA,"Aster"
"2867","Q6",NA,"Aster"
"2868","Q6",NA,"Aster"
"2869","Q2",NA,"Aster"
"2870","Q2",NA,"Aster"
"2871","Q2",NA,"Aster"
"2872","Q8",NA,"Aster"
"2873","Q8",NA,"Aster"
"2874","Q8",NA,"Aster"
"2875","Q6",2,"Aster"
"2876","Q6",2,"Aster"
"2877","Q6",2,"Aster"
"2878","Q4",3,"Aster"
"2879","Q4",3,"Aster"
"2880","Q4",3,"Aster"
"2881","Q4",2,"Aster"
"2882","Q4",2,"Aster"
"2883","Q4",2,"Aster"
"2884","Q9",NA,"Aster"
"2885","Q9",NA,"Aster"
"2886","Q9",NA,"Aster"
"2887","Q9",NA,"Aster"
"2888","Q9",NA,"Aster"
"2889","Q9",NA,"Aster"
"2890","Q3",6,"Aster"
"2891","Q3",6,"Aster"
"2892","Q3",6,"Aster"
"2893","Q10",NA,"Aster"
"2894","Q10",NA,"Aster"
"2895","Q10",NA,"Aster"
"2896","Q9",4,"Aster"
"2897","Q9",4,"Aster"
"2898","Q9",4,"Aster"
"2899","Q7",NA,"Aster"
"2900","Q7",NA,"Aster"
"2901","Q7",NA,"Aster"
"2902","Q1",2,"Aster"
"2903","Q1",2,"Aster"
"2904","Q1",2,"Aster"
"2905","Q3",NA,"Aster"
"2906","Q3",NA,"Aster"
"2907","Q3",NA,"Aster"
"2908","Q9",NA,"Aster"
"2909","Q9",NA,"Aster"
"2910","Q9",NA,"Aster"
"2911","Q8",1,"Aster"
"2912","Q8",1,"Aster"
"2913","Q8",1,"Aster"
"2914","Q2",NA,"Aster"
"2915","Q2",NA,"Aster"
"2916","Q2",NA,"Aster"
"2917","Q5",1,"Aster"
"2918","Q5",1,"Aster"
"2919","Q5",1,"Aster"
"2920","Q4",NA,"Aster"
"2921","Q4",NA,"Aster"
"2922","Q4",NA,"Aster"
"2923","Q3",2,"Aster"
"2924","Q3",2,"Aster"
"2925","Q3",2,"Aster"
"2926","Q2",1,"Aster"
"2927","Q2",1,"Aster"
"2928","Q2",1,"Aster"
"2929","Q4",NA,"Aster"
"2930","Q4",NA,"Aster"
"2931","Q4",NA,"Aster"
"2932","Q6",NA,"Aster"
"2933","Q6",NA,"Aster"
"2934","Q6",NA,"Aster"
"2935","Q8",NA,"Aster"
"2936","Q8",NA,"Aster"
"2937","Q8",NA,"Aster"
"2938","Q8",1,"Aster"
"2939","Q8",1,"Aster"
"2940","Q8",1,"Aster"
"2941","Q5",NA,"Aster"
"2942","Q5",NA,"Aster"
"2943","Q5",NA,"Aster"
"2944","Q1",NA,"Aster"
"2945","Q1",NA,"Aster"
"2946","Q1",NA,"Aster"
"2947","Q2",2,"Aster"
"2948","Q2",2,"Aster"
"2949","Q2",2,"Aster"
"2950","Q5",NA,"Aster"
"2951","Q5",NA,"Aster"
"2952","Q5",NA,"Aster"
"2953","Q1",2,"Aster"
"2954","Q1",2,"Aster"
"2955","Q1",2,"Aster"
"2956","Q6",NA,"Aster"
"2957","Q6",NA,"Aster"
"2958","Q6",NA,"Aster"
"2959","Q5",NA,"Aster"
"2960","Q5",NA,"Aster"
"2961","Q5",NA,"Aster"
"2962","Q8",NA,"Aster"
"2963","Q8",NA,"Aster"
"2964","Q8",NA,"Aster"
"2965","Q10",1,"Aster"
"2966","Q10",1,"Aster"
"2967","Q10",1,"Aster"
"2968","Q9",NA,"Aster"
"2969","Q9",NA,"Aster"
"2970","Q9",NA,"Aster"
"2971","Q4",NA,"Aster"
"2972","Q4",NA,"Aster"
"2973","Q4",NA,"Aster"
"2974","Q1",1,"Aster"
"2975","Q1",1,"Aster"
"2976","Q1",1,"Aster"
"2977","Q2",NA,"Aster"
"2978","Q2",NA,"Aster"
"2979","Q2",NA,"Aster"
"2980","Q9",NA,"Aster"
"2981","Q9",NA,"Aster"
"2982","Q9",NA,"Aster"
"2983","Q7",NA,"Aster"
"2984","Q7",NA,"Aster"
"2985","Q7",NA,"Aster"
"2986","Q10",1,"Aster"
"2987","Q10",1,"Aster"
"2988","Q10",1,"Aster"
"2989","Q8",NA,"Aster"
"2990","Q8",NA,"Aster"
"2991","Q8",NA,"Aster"
"2992","Q3",4,"Aster"
"2993","Q3",4,"Aster"
"2994","Q3",4,"Aster"
"2995","Q3",NA,"Aster"
"2996","Q3",NA,"Aster"
"2997","Q3",NA,"Aster"
"2998","Q10",NA,"Aster"
"2999","Q10",NA,"Aster"
"3000","Q10",NA,"Aster"
"3001","Q1",NA,"Grass"
"3002","Q10",NA,"Grass"
"3003","Q4",NA,"Grass"
"3004","Q3",NA,"Grass"
"3005","Q5",NA,"Grass"
"3006","Q7",NA,"Grass"
"3007","Q2",NA,"Grass"
"3008","Q9",1,"Grass"
"3009","Q6",NA,"Grass"
"3010","Q8",NA,"Grass"
"3011","Q8",NA,"Aster"
"3012","Q8",NA,"Aster"
"3013","Q5",NA,"Aster"
"3014","Q5",NA,"Aster"
"3015","Q6",NA,"Aster"
"3016","Q6",NA,"Aster"
"3017","Q4",1,"Aster"
"3018","Q4",1,"Aster"
"3019","Q10",NA,"Aster"
"3020","Q10",NA,"Aster"
"3021","Q7",1,"Aster"
"3022","Q7",1,"Aster"
"3023","Q5",NA,"Aster"
"3024","Q5",NA,"Aster"
"3025","Q2",1,"Aster"
"3026","Q2",1,"Aster"
"3027","Q3",NA,"Aster"
"3028","Q3",NA,"Aster"
"3029","Q7",NA,"Aster"
"3030","Q7",NA,"Aster"
"3031","Q1",NA,"Aster"
"3032","Q1",NA,"Aster"
"3033","Q5",NA,"Aster"
"3034","Q5",NA,"Aster"
"3035","Q3",1,"Aster"
"3036","Q3",1,"Aster"
"3037","Q6",NA,"Aster"
"3038","Q6",NA,"Aster"
"3039","Q9",NA,"Aster"
"3040","Q9",NA,"Aster"
"3041","Q6",NA,"Aster"
"3042","Q6",NA,"Aster"
"3043","Q7",NA,"Aster"
"3044","Q7",NA,"Aster"
"3045","Q4",NA,"Aster"
"3046","Q4",NA,"Aster"
"3047","Q8",NA,"Aster"
"3048","Q8",NA,"Aster"
"3049","Q4",1,"Aster"
"3050","Q4",1,"Aster"
"3051","Q1",NA,"Aster"
"3052","Q1",NA,"Aster"
"3053","Q10",1,"Aster"
"3054","Q10",1,"Aster"
"3055","Q4",2,"Aster"
"3056","Q4",2,"Aster"
"3057","Q9",1,"Aster"
"3058","Q9",1,"Aster"
"3059","Q7",2,"Aster"
"3060","Q7",2,"Aster"
"3061","Q2",NA,"Aster"
"3062","Q2",NA,"Aster"
"3063","Q3",NA,"Aster"
"3064","Q3",NA,"Aster"
"3065","Q6",2,"Aster"
"3066","Q6",2,"Aster"
"3067","Q6",NA,"Aster"
"3068","Q6",NA,"Aster"
"3069","Q5",NA,"Aster"
"3070","Q5",NA,"Aster"
"3071","Q10",2,"Aster"
"3072","Q10",2,"Aster"
"3073","Q5",1,"Aster"
"3074","Q5",1,"Aster"
"3075","Q4",NA,"Aster"
"3076","Q4",NA,"Aster"
"3077","Q1",NA,"Aster"
"3078","Q1",NA,"Aster"
"3079","Q5",NA,"Aster"
"3080","Q5",NA,"Aster"
"3081","Q8",NA,"Aster"
"3082","Q8",NA,"Aster"
"3083","Q7",NA,"Aster"
"3084","Q7",NA,"Aster"
"3085","Q4",NA,"Aster"
"3086","Q4",NA,"Aster"
"3087","Q7",3,"Aster"
"3088","Q7",3,"Aster"
"3089","Q2",2,"Aster"
"3090","Q2",2,"Aster"
"3091","Q9",1,"Aster"
"3092","Q9",1,"Aster"
"3093","Q7",NA,"Aster"
"3094","Q7",NA,"Aster"
"3095","Q3",NA,"Aster"
"3096","Q3",NA,"Aster"
"3097","Q9",NA,"Aster"
"3098","Q9",NA,"Aster"
"3099","Q7",1,"Aster"
"3100","Q7",1,"Aster"
"3101","Q6",NA,"Aster"
"3102","Q6",NA,"Aster"
"3103","Q8",NA,"Aster"
"3104","Q8",NA,"Aster"
"3105","Q2",NA,"Aster"
"3106","Q2",NA,"Aster"
"3107","Q2",1,"Aster"
"3108","Q2",1,"Aster"
"3109","Q9",NA,"Aster"
"3110","Q9",NA,"Aster"
"3111","Q7",1,"Aster"
"3112","Q7",1,"Aster"
"3113","Q2",NA,"Aster"
"3114","Q2",NA,"Aster"
"3115","Q5",1,"Aster"
"3116","Q5",1,"Aster"
"3117","Q3",NA,"Aster"
"3118","Q3",NA,"Aster"
"3119","Q1",1,"Aster"
"3120","Q1",1,"Aster"
"3121","Q10",NA,"Aster"
"3122","Q10",NA,"Aster"
"3123","Q5",1,"Aster"
"3124","Q5",1,"Aster"
"3125","Q8",NA,"Aster"
"3126","Q8",NA,"Aster"
"3127","Q9",NA,"Aster"
"3128","Q9",NA,"Aster"
"3129","Q6",NA,"Aster"
"3130","Q6",NA,"Aster"
"3131","Q1",NA,"Aster"
"3132","Q1",NA,"Aster"
"3133","Q1",NA,"Aster"
"3134","Q1",NA,"Aster"
"3135","Q8",3,"Aster"
"3136","Q8",3,"Aster"
"3137","Q3",1,"Aster"
"3138","Q3",1,"Aster"
"3139","Q9",2,"Aster"
"3140","Q9",2,"Aster"
"3141","Q2",NA,"Aster"
"3142","Q2",NA,"Aster"
"3143","Q6",2,"Aster"
"3144","Q6",2,"Aster"
"3145","Q5",NA,"Aster"
"3146","Q5",NA,"Aster"
"3147","Q9",NA,"Aster"
"3148","Q9",NA,"Aster"
"3149","Q3",1,"Aster"
"3150","Q3",1,"Aster"
"3151","Q8",NA,"Aster"
"3152","Q8",NA,"Aster"
"3153","Q10",1,"Aster"
"3154","Q10",1,"Aster"
"3155","Q6",3,"Aster"
"3156","Q6",3,"Aster"
"3157","Q3",NA,"Aster"
"3158","Q3",NA,"Aster"
"3159","Q1",NA,"Aster"
"3160","Q1",NA,"Aster"
"3161","Q1",NA,"Aster"
"3162","Q1",NA,"Aster"
"3163","Q10",NA,"Aster"
"3164","Q10",NA,"Aster"
"3165","Q1",NA,"Aster"
"3166","Q1",NA,"Aster"
"3167","Q4",1,"Aster"
"3168","Q4",1,"Aster"
"3169","Q8",NA,"Aster"
"3170","Q8",NA,"Aster"
"3171","Q6",NA,"Aster"
"3172","Q6",NA,"Aster"
"3173","Q5",NA,"Aster"
"3174","Q5",NA,"Aster"
"3175","Q9",NA,"Aster"
"3176","Q9",NA,"Aster"
"3177","Q8",2,"Aster"
"3178","Q8",2,"Aster"
"3179","Q2",NA,"Aster"
"3180","Q2",NA,"Aster"
"3181","Q4",NA,"Aster"
"3182","Q4",NA,"Aster"
"3183","Q4",NA,"Aster"
"3184","Q4",NA,"Aster"
"3185","Q1",1,"Aster"
"3186","Q1",1,"Aster"
"3187","Q2",1,"Aster"
"3188","Q2",1,"Aster"
"3189","Q3",2,"Aster"
"3190","Q3",2,"Aster"
"3191","Q7",1,"Aster"
"3192","Q7",1,"Aster"
"3193","Q4",NA,"Aster"
"3194","Q4",NA,"Aster"
"3195","Q2",NA,"Aster"
"3196","Q2",NA,"Aster"
"3197","Q10",NA,"Aster"
"3198","Q10",NA,"Aster"
"3199","Q10",1,"Aster"
"3200","Q10",1,"Aster"
"3201","Q9",1,"Aster"
"3202","Q9",1,"Aster"
"3203","Q8",3,"Aster"
"3204","Q8",3,"Aster"
"3205","Q3",NA,"Aster"
"3206","Q3",NA,"Aster"
"3207","Q10",NA,"Aster"
"3208","Q10",NA,"Aster"
"3209","Q10",NA,"Aster"
"3210","Q10",NA,"Aster"
"3211","Q3",1,"Aster"
"3212","Q3",1,"Aster"
"3213","Q5",NA,"Aster"
"3214","Q5",NA,"Aster"
"3215","Q6",NA,"Aster"
"3216","Q6",NA,"Aster"
"3217","Q7",NA,"Aster"
"3218","Q7",NA,"Aster"
"3219","Q5",NA,"Aster"
"3220","Q5",NA,"Aster"
"3221","Q3",NA,"Aster"
"3222","Q3",NA,"Aster"
"3223","Q6",NA,"Aster"
"3224","Q6",NA,"Aster"
"3225","Q1",NA,"Aster"
"3226","Q1",NA,"Aster"
"3227","Q9",NA,"Aster"
"3228","Q9",NA,"Aster"
"3229","Q8",NA,"Aster"
"3230","Q8",NA,"Aster"
"3231","Q1",NA,"Aster"
"3232","Q1",NA,"Aster"
"3233","Q7",NA,"Aster"
"3234","Q7",NA,"Aster"
"3235","Q6",2,"Aster"
"3236","Q6",2,"Aster"
"3237","Q9",NA,"Aster"
"3238","Q9",NA,"Aster"
"3239","Q10",NA,"Aster"
"3240","Q10",NA,"Aster"
"3241","Q9",NA,"Aster"
"3242","Q9",NA,"Aster"
"3243","Q7",NA,"Aster"
"3244","Q7",NA,"Aster"
"3245","Q1",NA,"Aster"
"3246","Q1",NA,"Aster"
"3247","Q4",NA,"Aster"
"3248","Q4",NA,"Aster"
"3249","Q2",NA,"Aster"
"3250","Q2",NA,"Aster"
"3251","Q3",NA,"Aster"
"3252","Q3",NA,"Aster"
"3253","Q8",NA,"Aster"
"3254","Q8",NA,"Aster"
"3255","Q9",NA,"Aster"
"3256","Q9",NA,"Aster"
"3257","Q5",NA,"Aster"
"3258","Q5",NA,"Aster"
"3259","Q2",NA,"Aster"
"3260","Q2",NA,"Aster"
"3261","Q4",NA,"Aster"
"3262","Q4",NA,"Aster"
"3263","Q8",NA,"Aster"
"3264","Q8",NA,"Aster"
"3265","Q10",NA,"Aster"
"3266","Q10",NA,"Aster"
"3267","Q9",NA,"Aster"
"3268","Q9",NA,"Aster"
"3269","Q8",NA,"Aster"
"3270","Q8",NA,"Aster"
"3271","Q7",NA,"Aster"
"3272","Q7",NA,"Aster"
"3273","Q5",NA,"Aster"
"3274","Q5",NA,"Aster"
"3275","Q3",2,"Aster"
"3276","Q3",2,"Aster"
"3277","Q4",2,"Aster"
"3278","Q4",2,"Aster"
"3279","Q2",NA,"Aster"
"3280","Q2",NA,"Aster"
"3281","Q6",NA,"Aster"
"3282","Q6",NA,"Aster"
"3283","Q10",NA,"Aster"
"3284","Q10",NA,"Aster"
"3285","Q4",NA,"Aster"
"3286","Q4",NA,"Aster"
"3287","Q4",NA,"Aster"
"3288","Q4",NA,"Aster"
"3289","Q2",NA,"Aster"
"3290","Q2",NA,"Aster"
"3291","Q8",NA,"Aster"
"3292","Q8",NA,"Aster"
"3293","Q3",NA,"Aster"
"3294","Q3",NA,"Aster"
"3295","Q10",NA,"Aster"
"3296","Q10",NA,"Aster"
"3297","Q10",NA,"Aster"
"3298","Q10",NA,"Aster"
"3299","Q7",NA,"Aster"
"3300","Q7",NA,"Aster"
"3301","Q1",NA,"Aster"
"3302","Q1",NA,"Aster"
"3303","Q6",NA,"Aster"
"3304","Q6",NA,"Aster"
"3305","Q1",3,"Aster"
"3306","Q1",3,"Aster"
"3307","Q5",NA,"Aster"
"3308","Q5",NA,"Aster"
"3309","Q2",NA,"Aster"
"3310","Q2",NA,"Aster"
"3311","Q7",NA,"Cypress"
"3312","Q2",NA,"Cypress"
"3313","Q7",NA,"Cypress"
"3314","Q9",NA,"Cypress"
"3315","Q10",1,"Cypress"
"3316","Q4",NA,"Cypress"
"3317","Q8",NA,"Cypress"
"3318","Q3",NA,"Cypress"
"3319","Q5",NA,"Cypress"
"3320","Q4",NA,"Cypress"
"3321","Q9",NA,"Cypress"
"3322","Q4",NA,"Cypress"
"3323","Q8",NA,"Cypress"
"3324","Q1",NA,"Cypress"
"3325","Q5",NA,"Cypress"
"3326","Q7",NA,"Cypress"
"3327","Q3",NA,"Cypress"
"3328","Q8",NA,"Cypress"
"3329","Q10",NA,"Cypress"
"3330","Q6",NA,"Cypress"
"3331","Q10",NA,"Cypress"
"3332","Q6",NA,"Cypress"
"3333","Q1",NA,"Cypress"
"3334","Q9",NA,"Cypress"
"3335","Q10",NA,"Cypress"
"3336","Q3",NA,"Cypress"
"3337","Q10",NA,"Cypress"
"3338","Q5",NA,"Cypress"
"3339","Q3",NA,"Cypress"
"3340","Q4",3,"Cypress"
"3341","Q6",1,"Cypress"
"3342","Q2",NA,"Cypress"
"3343","Q2",NA,"Cypress"
"3344","Q7",NA,"Cypress"
"3345","Q3",NA,"Cypress"
"3346","Q2",NA,"Cypress"
"3347","Q6",NA,"Cypress"
"3348","Q9",NA,"Cypress"
"3349","Q2",NA,"Cypress"
"3350","Q9",NA,"Cypress"
"3351","Q5",NA,"Cypress"
"3352","Q7",1,"Cypress"
"3353","Q8",NA,"Cypress"
