"","Field ID","Species","Visit ID","Q1","Q1FC","Q2","Q2FC","Q3","Q3FC","Q4","Q4FC","Q5","Q5FC","Q6","Q6FC","Q7","Q7FC","Q8","Q8FC","Q9","Q9FC","Q10","Q10FC","Transect","Date","Coefficient of Conservatism","Planted Date","Seed Vendor"
"115","Antelope11025A","Oxalis stricta","SP2Pellatz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf"
"116","Antelope11025A","Salsola tragus","SP2Pellatz",1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf"
"117","Antelope11025B","Bare Ground","SP2Pellatz5.8",NA,NA,4,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1,NA,4,NA,2,2018-06-06,NA,2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"118","Antelope11025B","Cannabis sativa","SP2Pellatz5.8",3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"119","Antelope11025B","Ambrosia artemisiifolia","SP2Pellatz5.8",4,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"120","Antelope11025B","Oenothera biennis","SP1Pellatz5.8",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"121","Antelope11025B","Conyza canadensis","SP1Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"122","Antelope11025B","Schizachyrium scoparium","SP1Pellatz5.8",1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"123","Antelope11025B","Schizachyrium scoparium","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"124","Antelope11025B","Festuca octoflora","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-06,"3",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"125","Antelope11025B","Heterotheca subaxillaris","SP2Pellatz5.8",2,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"126","Antelope11025B","Eragrostis trichodes","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"127","Antelope11025B","Lactuca serriola","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"128","Antelope11025B","Chamaecrista fasciculata","SP1Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"129","Antelope11025B","Cannabis sativa","SP1Pellatz5.8",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"130","Antelope11025B","Ambrosia psilostachya","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,6,NA,4,NA,5,NA,3,NA,NA,NA,NA,NA,3,NA,2,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"131","Antelope11025B","Conyza canadensis","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"132","Antelope11025B","Litter","SP2Pellatz5.8",6,NA,2,NA,5,NA,3,NA,4,NA,6,NA,4,NA,6,NA,6,NA,2,NA,2,2018-06-06,NA,2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"133","Antelope11025B","Litter","SP1Pellatz5.8",2,NA,3,NA,4,NA,2,NA,3,NA,2,NA,5,NA,2,NA,3,NA,4,NA,1,2018-06-06,NA,2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"134","Antelope11025B","Monarda fistulosa","SP2Pellatz5.8",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"135","Antelope11025B","Oxalis stricta","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"136","Antelope11025B","Heterotheca subaxillaris","SP1Pellatz5.8",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,4,NA,3,NA,1,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"137","Antelope11025B","Eragrostis trichodes","SP1Pellatz5.8",NA,NA,2,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"138","Antelope11025B","Carex brevior","SP1Pellatz5.8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"139","Antelope11025B","Convolvulus arvensis","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2018-06-06,"*",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"140","Antelope11025B","Lepidium densiflorum","SP2Pellatz5.8",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"141","Antelope11025B","Helianthus annuus","SP1Pellatz5.8",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"142","Antelope11025B","Festuca octoflora","SP1Pellatz5.8",2,NA,4,NA,4,NA,3,NA,4,NA,4,NA,2,NA,2,NA,2,NA,2,NA,1,2018-06-06,"3",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"143","Antelope11025B","Elymus canadensis","SP2Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"144","Antelope11025B","Bare Ground","SP1Pellatz5.8",5,NA,3,NA,2,NA,5,NA,3,NA,4,NA,1,NA,5,NA,4,NA,2,NA,1,2018-06-06,NA,2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"145","Antelope11025B","Andropogon gerardii","SP1Pellatz5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"146","Antelope11025B","Triodanis perfoliata","SP2Pellatz5.8",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A"
"147","Furnas1008","Bare Ground","F3Schluntz14.84",NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-09-28,NA,NA,NA
"148","Furnas1008","Ratibida pinnata","F3Schluntz14.84",2,NA,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2018-09-28,"4",NA,NA
"149","Furnas1008","Melilotus officinalis","F3Schluntz14.84",2,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,3,2018-09-28,"*",NA,NA
"150","Furnas1008","Ambrosia psilostachya","F3Schluntz14.84",NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-09-28,"1",NA,NA
"151","Furnas1008","Andropogon gerardii","F3Schluntz14.84",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-09-28,"5",NA,NA
"152","Furnas1008","Cannabis sativa","F3Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,3,2018-09-28,"*",NA,NA
"153","Furnas1008","Rudbeckia hirta","F3Schluntz14.84",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-09-28,"4",NA,NA
"154","Furnas1008","Schizachyrium scoparium","F3Schluntz14.84",2,NA,1,NA,3,NA,2,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,2018-09-28,"4",NA,NA
"155","Furnas1008","Helianthus maximiliani","F3Schluntz14.84",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-09-28,"4",NA,NA
"156","Furnas1008","Litter","F3Schluntz14.84",6,NA,5,NA,5,NA,5,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,3,2018-09-28,NA,NA,NA
"157","Furnas1008","Conyza canadensis","F3Schluntz14.84",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-09-28,"0",NA,NA
"158","Furnas1008","Setaria sp.","F3Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,3,2018-09-28,NA,NA,NA
"159","Furnas1008","Salsola tragus","F3Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,3,2018-09-28,"*",NA,NA
"160","Furnas1008","Sorghastrum nutans","F3Schluntz14.84",NA,NA,NA,NA,NA,NA,2,NA,1,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,3,2018-09-28,"5",NA,NA
"161","Furnas11006","Schizachyrium scoparium","SP1Schluntz",2,NA,NA,NA,3,NA,2,NA,2,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"162","Furnas11006","Ratibida pinnata","F1Schluntz",1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF"
"163","Furnas11006","Andropogon gerardii","F1Schluntz",3,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF"
"164","Furnas11006","Euphorbia dentata","SP2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF"
"165","Furnas11006","Bare Ground","F1Schluntz",2,NA,2,NA,3,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF"
"166","Furnas11006","Euphorbia maculata","SP2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF"
"167","Furnas11006","Litter","F1Schluntz",4,NA,4,NA,4,NA,4,NA,3,NA,5,NA,6,NA,4,NA,5,NA,5,NA,1,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF"
"168","Furnas11006","Bromus tectorum","SP2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF"
"169","Furnas11006","Ratibida pinnata","SP2Schluntz",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"170","Furnas11006","Convolvulus arvensis","SP1Schluntz",NA,NA,1,NA,1,NA,1,NA,2,NA,2,1,2,NA,1,1,2,NA,3,NA,1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF"
"171","Furnas11006","Conyza canadensis","F2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF"
"172","Furnas11006","Setaria sp.","F1Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF"
"173","Furnas11006","Schizachyrium scoparium","SP2Schluntz",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"174","Furnas11006","Salvia azurea","F1Schluntz",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"6",2015-03-26,"Star Seed - Dealer - PF"
"175","Furnas11006","Ratibida columnifera","SP1Schluntz",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"176","Furnas11006","Bouteloua gracilis","SP1Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"177","Furnas11006","Bare Ground","SP1Schluntz",4,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2,NA,2,NA,5,NA,2,NA,1,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF"
"178","Furnas11006","Andropogon gerardii","SP2Schluntz",2,NA,1,NA,NA,NA,4,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,1,NA,2,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF"
"179","Furnas11006","Bare Ground","F2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF"
"180","Furnas11006","Monarda citriodora","SP1Schluntz",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF"
"181","Furnas11006","Rudbeckia hirta","SP2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"182","Furnas11006","Bouteloua curtipendula","F1Schluntz",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF"
"183","Furnas11006","Salsola tragus","SP2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF"
"184","Furnas11006","Rudbeckia hirta","SP1Schluntz",2,NA,4,NA,1,NA,2,NA,1,NA,3,NA,2,NA,1,NA,NA,NA,1,NA,1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"185","Furnas11006","Conyza canadensis","SP1Schluntz",NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF"
"186","Furnas11006","Ratibida pinnata","F2Schluntz",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF"
"187","Furnas11006","Convolvulus arvensis","F1Schluntz",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF"
"188","Furnas11006","Gaillardia aristata","F1Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF"
"189","Furnas11006","Symphoricarpos occidentalis","F1Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2018-09-28,"2",2015-03-26,"Star Seed - Dealer - PF"
"190","Furnas11006","Ratibida pinnata","SP1Schluntz",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF"
"191","Furnas11006","Rudbeckia hirta","F1Schluntz",NA,NA,2,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF"
"192","Furnas11006","Litter","F2Schluntz",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,2,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF"
"193","Furnas11006","Litter","SP2Schluntz",5,NA,6,NA,5,NA,6,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,2,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF"
"194","Furnas11006","Achillea millefolium","SP1Schluntz",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"2",2015-03-26,"Star Seed - Dealer - PF"
"195","Furnas11006","Calystegia sepium","SP2Schluntz",2,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF"
"196","Furnas11006","Bare Ground","SP2Schluntz",1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,2,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF"
"197","Furnas11006","Schizachyrium scoparium","F1Schluntz",1,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF"
"198","Furnas11006","Salsola tragus","F2Schluntz",3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF"
"199","Furnas11006","Melilotus officinalis","SP2Schluntz",1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF"
"200","Furnas11006","Conyza canadensis","SP2Schluntz",2,NA,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF"
"201","Furnas11006","Panicum sp.","F1Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF"
"202","Furnas11006","Kochia scoparia","SP2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF"
"203","Furnas11006","Cannabis sativa","SP2Schluntz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF"
"204","Furnas11006","Litter","SP1Schluntz",2,NA,4,NA,4,NA,4,NA,3,NA,3,NA,3,NA,4,NA,1,NA,3,NA,1,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF"
"205","Furnas11006","Euphorbia sp.","F2Schluntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF"
"206","Furnas11008","Bromus inermis","F2Schluntz14.84",NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"207","Furnas11008","Bare Ground","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"208","Furnas11008","Coreopsis tinctoria","SP1Schluntz14.84",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"209","Furnas11008","Chenopodium album","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"210","Furnas11008","Chamaecrista fasciculata","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"211","Furnas11008","Panicum virgatum","F2Schluntz14.84",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"212","Furnas11008","Litter","F2Schluntz14.84",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,2,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"213","Furnas11008","Schizachyrium scoparium","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"214","Furnas11008","Helianthus annuus","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"215","Furnas11008","Salsola tragus","F2Schluntz14.84",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"216","Furnas11008","Conyza canadensis","SP1Schluntz14.84",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"217","Furnas11008","Ratibida pinnata","SP3Schluntz14.84",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"218","Furnas11008","Litter","SP1Schluntz14.84",2,NA,4,NA,3,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,6,NA,1,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"219","Furnas11008","Solidago canadensis","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-05-30,"2",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"220","Furnas11008","Sorghastrum nutans","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"221","Furnas11008","Litter","SP2Schluntz14.84",1,NA,2,NA,3,NA,6,NA,6,NA,5,NA,4,NA,5,NA,6,NA,5,NA,2,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"222","Furnas11008","Echinchloa crus-galli","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"223","Furnas11008","Sorghastrum nutans","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"224","Furnas11008","Ambrosia artemisiifolia","F1Schluntz14.84",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"225","Furnas11008","Sporobolus compositus","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"3",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
