"","Field ID","Species","Visit ID","Q1","Q1FC","Q2","Q2FC","Q3","Q3FC","Q4","Q4FC","Q5","Q5FC","Q6","Q6FC","Q7","Q7FC","Q8","Q8FC","Q9","Q9FC","Q10","Q10FC","Transect","Date","Observer","Surrounding Landscape","Notes","Coefficient of Conservatism","Common Name","Region","Field acres","County","Planted Date","Planting method","# of species planted","Pure Live Seed lbs/acre","Previous cover","Seed Vendor","Established"
"214","Furnas11008","Helianthus annuus","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"0","common sunflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"215","Furnas11008","Salsola tragus","F2Schluntz14.84",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"*","prickly Russian-thistle","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"216","Furnas11008","Conyza canadensis","SP1Schluntz14.84",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","0","horseweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"217","Furnas11008","Ratibida pinnata","SP3Schluntz14.84",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"4","gray-head prairie-coneflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"218","Furnas11008","Litter","SP1Schluntz14.84",2,NA,4,NA,3,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,6,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis",NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"219","Furnas11008","Solidago canadensis","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","2","Canada goldenrod","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"220","Furnas11008","Sorghastrum nutans","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"5","Indian grass","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"221","Furnas11008","Litter","SP2Schluntz14.84",1,NA,2,NA,3,NA,6,NA,6,NA,5,NA,4,NA,5,NA,6,NA,5,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"222","Furnas11008","Echinchloa crus-galli","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"223","Furnas11008","Sorghastrum nutans","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","5","Indian grass","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"224","Furnas11008","Ambrosia artemisiifolia","F1Schluntz14.84",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"0","common ragweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"225","Furnas11008","Sporobolus compositus","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"3","tall dropseed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"226","Furnas11008","Salsola tragus","SP3Schluntz14.84",NA,NA,NA,NA,2,NA,5,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"*","prickly Russian-thistle","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"227","Furnas11008","Elymus canadensis","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","5","Canada wild-rye","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"228","Furnas11008","Helianthus annuus","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","0","common sunflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"229","Furnas11008","Thlaspi arvense","SP2Schluntz14.84",3,1,1,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,1,NA,4,NA,1,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"*","field penny cress","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"230","Furnas11008","Conyza canadensis","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"0","horseweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"231","Furnas11008","Cannabis sativa","SP2Schluntz14.84",3,NA,5,NA,2,NA,3,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,2,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"*","hemp","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"232","Furnas11008","Conyza canadensis","SP2Schluntz14.84",6,NA,1,NA,3,NA,1,NA,1,NA,2,NA,4,NA,3,NA,4,NA,1,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"0","horseweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"233","Furnas11008","Cannabis sativa","SP3Schluntz14.84",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"*","hemp","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"234","Furnas11008","Rudbeckia hirta","F1Schluntz14.84",3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,5,NA,NA,NA,3,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"4","black-eyed Susan","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"235","Furnas11008","Ambrosia trifida","SP2Schluntz14.84",NA,NA,1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"0","giant ragweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"236","Furnas11008","Melilotus officinalis","SP1Schluntz14.84",5,1,2,NA,3,NA,1,NA,4,NA,5,NA,5,NA,2,NA,2,NA,4,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","*","sweet-clover","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"237","Furnas11008","Ratibida pinnata","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","4","gray-head prairie-coneflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"238","Furnas11008","Asclepias syriaca","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","1","common milkweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"239","Furnas11008","Schizachyrium scoparium","F1Schluntz14.84",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"4","little bluestem","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"240","Furnas11008","Schizachyrium scoparium","F2Schluntz14.84",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"4","little bluestem","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"241","Furnas11008","Ambrosia psilostachya","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"1","western ragweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"242","Furnas11008","Bare Ground","SP3Schluntz14.84",2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"243","Furnas11008","Salsola tragus","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"*","prickly Russian-thistle","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"244","Furnas11008","Oxalis stricta","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"0","yellow wood-sorrel","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"245","Furnas11008","Monarda fistulosa","SP3Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"4","wild-bergamot","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"246","Furnas11008","Nepeta cataria","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"*","catnip","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"247","Furnas11008","Ratibida pinnata","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"4","gray-head prairie-coneflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"248","Furnas11008","Bare Ground","SP1Schluntz14.84",2,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis",NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"249","Furnas11008","Rudbeckia hirta","SP3Schluntz14.84",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"4","black-eyed Susan","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"250","Furnas11008","Ratibida pinnata","F2Schluntz14.84",3,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"4","gray-head prairie-coneflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"251","Furnas11008","Pascopyrum smithii","SP3Schluntz14.84",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"3","western wheatgrass","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"252","Furnas11008","Bouteloua curtipendula","F1Schluntz14.84",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"5","sideoats grama","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"253","Furnas11008","Lactuca serriola","SP3Schluntz14.84",1,NA,1,NA,1,NA,NA,NA,1,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"*","prickly lettuce","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"254","Furnas11008","Ambrosia psilostachya","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"1","western ragweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"255","Furnas11008","Verbena stricta","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"2","hoary vervain","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"256","Furnas11008","Cannabis sativa","SP1Schluntz14.84",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","*","hemp","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"257","Furnas11008","Monarda fistulosa","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"4","wild-bergamot","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"258","Furnas11008","Conyza canadensis","SP3Schluntz14.84",1,NA,1,NA,3,NA,NA,NA,5,NA,3,NA,4,NA,1,NA,NA,NA,1,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"0","horseweed","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"259","Furnas11008","Chenopodium album","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"*","lamb's-quarters","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"260","Furnas11008","Schizachyrium scoparium","SP1Schluntz14.84",NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","4","little bluestem","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"261","Furnas11008","Salvia azurea","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"6","Pitcher's sage","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"262","Furnas11008","Schizachyrium scoparium","SP3Schluntz14.84",2,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,1,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"4","little bluestem","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"263","Furnas11008","Melilotus officinalis","SP3Schluntz14.84",1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"*","sweet-clover","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"264","Furnas11008","Sorghastrum nutans","SP3Schluntz14.84",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"5","Indian grass","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"265","Furnas11008","Bare Ground","SP2Schluntz14.84",1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"266","Furnas11008","Monarda fistulosa","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"4","wild-bergamot","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"267","Furnas11008","Urtica dioca","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, bottom of holler",NA,"1","stinging nettle","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"268","Furnas11008","Elymus canadensis","SP3Schluntz14.84",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,NA,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"5","Canada wild-rye","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"269","Furnas11008","Ratibida pinnata","F1Schluntz14.84",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"4","gray-head prairie-coneflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"270","Furnas11008","Lactuca serriola","SP1Schluntz14.84",1,NA,1,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,5,NA,3,NA,2,NA,1,2018-05-30,"RP, QB, AH","N-CRP grass planting, E-row crop, S-row crop, W-smooth brome roadside","Strongly dominated by Melilotus officinalis","*","prickly lettuce","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"271","Furnas11008","Litter","SP3Schluntz14.84",4,NA,5,NA,4,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"272","Furnas11008","Litter","F1Schluntz14.84",5,NA,5,NA,6,NA,6,NA,6,NA,5,NA,6,NA,6,NA,5,NA,6,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,NA,NA,"SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"273","Furnas11008","Helianthus annuus","SP3Schluntz14.84",1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"0","common sunflower","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"274","Furnas11008","Andropogon gerardii","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"5","big bluestem","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"275","Furnas11008","Monarda citriodora","SP3Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2018-05-30,"RP, QB, AH","Same as SP1Schluntz14.84, ridge top/lip of terrace east side of field",NA,"*","lemon bee-balm","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"276","Furnas11008","Lactuca serriola","F2Schluntz14.84",NA,NA,2,NA,1,NA,NA,NA,3,NA,5,NA,2,NA,1,NA,NA,NA,3,NA,2,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"*","prickly lettuce","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
"277","Furnas11008","Verbascum thapsus","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,1,2018-09-28,"RP","Same as SP1Schluntz14.84",NA,"*","common mullein","SC",14.84,"Furnas",2015-03-26,"Drill","38","2.796","Harvested crop stubble","Star Seed - Dealer - PF, same mix as Furnas11006","Success"
