"SequenceID","FieldID","Species","VisitID","Transect","VisitDate","CoEOfConsvm","PlantedDate","SeedVendor","Quadrant","CoverValue"
"2049","Furnas11008","Urtica dioca","SP2Schluntz14.84",2,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q3",NA
"2050","Furnas11008","Elymus canadensis","SP3Schluntz14.84",3,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q3",1
"2051","Furnas11008","Ratibida pinnata","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q3",NA
"2055","Furnas11008","Helianthus annuus","SP3Schluntz14.84",3,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q3",2
"2056","Furnas11008","Andropogon gerardii","F2Schluntz14.84",2,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q3",NA
"2060","Furnas11008","Monarda fistulosa","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q3",1
"2064","Gage11018A","Pycnanthemum virginianum","SP1Fossler",1,2018-06-12,"6",NA,NA,"Q3",NA
"2065","Gage11018A","Solanum carolinense","SP2Fossler",2,2018-06-12,"2",NA,NA,"Q3",NA
"2066","Gage11018A","Bouteloua curtipendula","F1Fossler",1,2018-10-23,"5",NA,NA,"Q3",NA
"2068","Gage11018A","Ratibida columnifera","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q3",NA
"2069","Gage11018A","Bouteloua curtipendula","F2Fossler",2,2018-10-23,"5",NA,NA,"Q3",NA
"2070","Gage11018A","Conyza canadensis","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q3",1
"2071","Gage11018A","Asclepias syriaca","SP1Fossler",1,2018-06-12,"1",NA,NA,"Q3",NA
"2072","Gage11018A","Conyza canadensis","SP1Fossler",1,2018-06-12,"0",NA,NA,"Q3",1
"2074","Gage11018A","Ambrosia trifida","SP1Fossler",1,2018-06-12,"0",NA,NA,"Q3",NA
"2075","Gage11018A","Chamaecrista fasciculata","SP2Fossler",2,2018-06-12,"1",NA,NA,"Q3",NA
"2076","Gage11018A","Ambrosia trifida","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q3",NA
"2077","Gage11018A","Juniperus virginiana","F1Fossler",1,2018-10-23,"1",NA,NA,"Q3",NA
"2080","Gage11018A","Zizia aurea","F1Fossler",1,2018-10-23,"6",NA,NA,"Q3",NA
"2081","Gage11018A","Chamaecrista fasciculata","SP1Fossler",1,2018-06-12,"1",NA,NA,"Q3",NA
"2082","Gage11018A","Erigeron annuus","SP2Fossler",2,2018-06-12,"1",NA,NA,"Q3",NA
"2083","Gage11018A","Lactuca ludoviciana","SP2Fossler",2,2018-06-12,"3",NA,NA,"Q3",NA
"2084","Gage11018A","Solidago canadensis","F2Fossler",2,2018-10-23,"2",NA,NA,"Q3",2
"2085","Gage11018A","Lactuca ludoviciana","SP1Fossler",1,2018-06-12,"3",NA,NA,"Q3",NA
"2087","Gage11018A","Schizachyrium scoparium","F2Fossler",2,2018-10-23,"4",NA,NA,"Q3",3
"2089","Gage11018A","Solidago canadensis","SP1Fossler",1,2018-06-12,"2",NA,NA,"Q3",NA
"2090","Gage11018A","Echinacea pallida","F1Fossler",1,2018-10-23,"7",NA,NA,"Q3",NA
"2091","Gage11018A","Rudbeckia hirta","F2Fossler",2,2018-10-23,"4",NA,NA,"Q3",NA
"2094","Gage11018A","Monarda fistulosa","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q3",1
"2095","Gage11018A","Asclepias syriaca","F2Fossler",2,2018-10-23,"1",NA,NA,"Q3",NA
"2096","Gage11018A","Solidago missouriensis","F2Fossler",2,2018-10-23,"5",NA,NA,"Q3",NA
"2097","Gage11018A","Asclepias syriaca","F1Fossler",1,2018-10-23,"1",NA,NA,"Q3",NA
"2099","Gage11018A","Rudbeckia hirta","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q3",1
"2100","Gage11018A","Lepidium densiflorum","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q3",NA
"2101","Gage11018A","Chamaecrista fasciculata","F1Fossler",1,2018-10-23,"1",NA,NA,"Q3",NA
"2102","Gage11018A","Erigeron annuus","F2Fossler",2,2018-10-23,"1",NA,NA,"Q3",NA
"2103","Gage11018A","Lepidium densiflorum","SP1Fossler",1,2018-06-12,"0",NA,NA,"Q3",NA
"2104","Gage11018A","Erigeron annuus","F1Fossler",1,2018-10-23,"1",NA,NA,"Q3",NA
"2105","Gage11018A","Erigeron annuus","SP1Fossler",1,2018-06-12,"1",NA,NA,"Q3",NA
"2107","Gage11018A","Oxalis stricta","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q3",NA
"2109","Gage11018A","Solidago canadensis","SP2Fossler",2,2018-06-12,"2",NA,NA,"Q3",NA
"2110","Gage11018A","Ratibida columnifera","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q3",NA
"2111","Gage11018A","Eupatorium altissimum","F1Fossler",1,2018-10-23,"3",NA,NA,"Q3",2
"2112","Gage11018A","Sporobolus compositus","SP1Fossler",1,2018-06-12,"3",NA,NA,"Q3",1
"2113","Gage11018A","Schizachyrium scoparium","F1Fossler",1,2018-10-23,"4",NA,NA,"Q3",2
"2114","Gage11018A","Symphyotrichum laeve","F1Fossler",1,2018-10-23,"5",NA,NA,"Q3",NA
"2116","Gage11018A","Rudbeckia hirta","F1Fossler",1,2018-10-23,"4",NA,NA,"Q3",1
"2119","Gage11018A","Galium aparine","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q3",NA
"2120","Gage11018A","Symphyotrichum laeve","SP1Fossler",1,2018-06-12,"5",NA,NA,"Q3",NA
"2122","Gage11018A","Zizia aurea","F2Fossler",2,2018-10-23,"6",NA,NA,"Q3",1
"2123","Gage11018A","Sorghastrum nutans","SP1Fossler",1,2018-06-12,"5",NA,NA,"Q3",NA
"2124","Gage11018A","Heliopsis helianthoides","F2Fossler",2,2018-10-23,"4",NA,NA,"Q3",NA
"2125","Gage11018A","Triodanis perfoliata","SP2Fossler",2,2018-06-12,"2",NA,NA,"Q3",NA
"2126","Gage11018A","Chloris verticillata","F2Fossler",2,2018-10-23,"0",NA,NA,"Q3",NA
"2127","Gage11018A","Sporobolus compositus","SP2Fossler",2,2018-06-12,"3",NA,NA,"Q3",NA
"2128","Gage11018A","Solidago canadensis","F1Fossler",1,2018-10-23,"2",NA,NA,"Q3",2
"2129","Gage11018A","Monarda fistulosa","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q3",4
"2131","Gage11018A","Schizachyrium scoparium","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q3",2
"2133","Gage11018A","Monarda fistulosa","F1Fossler",1,2018-10-23,"4",NA,NA,"Q3",1
"2134","Gage11018A","Silphium perfoliatum","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q3",NA
"2136","Gage11018A","Monarda fistulosa","F2Fossler",2,2018-10-23,"4",NA,NA,"Q3",1
"2137","Gage11018A","Liatris pycnostachya","F2Fossler",2,2018-10-23,"7",NA,NA,"Q3",NA
"2138","Gage11018A","Verbena stricta","F2Fossler",2,2018-10-23,"2",NA,NA,"Q3",NA
"2140","Gage11018A","Symphyotrichum laeve","F2Fossler",2,2018-10-23,"5",NA,NA,"Q3",NA
"2142","Gage11018A","Rudbeckia hirta","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q3",2
"2144","Gage11018A","Pseudognaphalium obtusifolium","F2Fossler",2,2018-10-23,"3",NA,NA,"Q3",1
"2145","Gage11018A","Schizachyrium scoparium","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q3",NA
"2146","Gage11054","Cirsium altissimum","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2147","Gage11054","Solidago missouriensis","F2Riha",2,2018-10-23,"5",2015-01-24,"Stock Seed","Q3",1
"2148","Gage11054","Cirsium altissimum","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2149","Gage11054","Juniperus virginiana","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2150","Gage11054","Andropogon gerardii","SP1Riha",1,2018-06-12,"5",2015-01-24,"Stock Seed","Q3",NA
"2153","Gage11054","Monarda fistulosa","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",NA
"2154","Gage11054","Solanum carolinense","F2Riha",2,2018-10-23,"2",2015-01-24,"Stock Seed","Q3",NA
"2155","Gage11054","Monarda fistulosa","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q3",NA
"2156","Gage11054","Asclepias syriaca","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2159","Gage11054","Chamaecrista fasciculata","F1Riha",1,2018-10-23,"1",2015-01-24,"Stock Seed","Q3",NA
"2160","Gage11054","Schizachyrium scoparium","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q3",3
"2162","Gage11054","Bouteloua curtipendula","F2Riha",2,2018-10-23,"5",2015-01-24,"Stock Seed","Q3",1
"2163","Gage11054","Erigeron strigosus","F1Riha",1,2018-10-23,"2",2015-01-24,"Stock Seed","Q3",1
"2165","Gage11054","Symphyotrichum laeve","F1Riha",1,2018-10-23,"5",2015-01-24,"Stock Seed","Q3",NA
"2168","Gage11054","Eupatorium altissimum","F2Riha",2,2018-10-23,"3",2015-01-24,"Stock Seed","Q3",NA
"2169","Gage11054","Sporobolus compositus","SP1Riha",1,2018-06-12,"3",2015-01-24,"Stock Seed","Q3",NA
"2170","Gage11054","Bouteloua curtipendula","F1Riha",1,2018-10-23,"5",2015-01-24,"Stock Seed","Q3",NA
"2172","Gage11054","Ratibida columnifera","F2Riha",2,2018-10-23,"4",2015-01-24,"Stock Seed","Q3",NA
"2173","Gage11054","Chamaecrista fasciculata","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2175","Gage11054","Panicum virgatum","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q3",NA
"2177","Gage11054","Cirsium altissimum","F2Riha",2,2018-10-23,"1",2015-01-24,"Stock Seed","Q3",1
"2178","Gage11054","Juniperus virginiana","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2179","Gage11054","Cirsium altissimum","F1Riha",1,2018-10-23,"1",2015-01-24,"Stock Seed","Q3",1
"2180","Gage11054","Lepidium densiflorum","SP2Riha",2,2018-06-12,"0",2015-01-24,"Stock Seed","Q3",1
"2183","Gage11054","Schizachyrium scoparium","F2Riha",2,2018-10-23,"4",2015-01-24,"Stock Seed","Q3",NA
"2184","Gage11054","Eupatorium altissimum","F1Riha",1,2018-10-23,"3",2015-01-24,"Stock Seed","Q3",1
"2185","Gage11054","Monarda fistulosa","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",NA
"2187","Gage11054","Conyza canadensis","SP2Riha",2,2018-06-12,"0",2015-01-24,"Stock Seed","Q3",NA
"2188","Gage11054","Lepidium densiflorum","SP1Riha",1,2018-06-12,"0",2015-01-24,"Stock Seed","Q3",NA
"2189","Gage11054","Schizachyrium scoparium","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",3
"2191","Gage11054","Ratibida columnifera","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",NA
"2192","Gage11054","Coreopsis tinctoria","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2193","Gage11054","Chamaecrista fasciculata","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q3",NA
"2195","Gage11054","Helianthus annuus","SP1Riha",1,2018-06-12,"0",2015-01-24,"Stock Seed","Q3",NA
"2196","Gage11054","Ratibida columnifera","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",NA
"2201","Gage11054","Dalea candida","SP2Riha",2,2018-06-12,"6",2015-01-24,"Stock Seed","Q3",2
"2203","Gage11054","Juniperus virginiana","F2Riha",2,2018-10-23,"1",2015-01-24,"Stock Seed","Q3",NA
"2204","Gage11054","Silphium perfoliatum","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q3",NA
"2206","Gage11054","Conyza canadensis","SP1Riha",1,2018-06-12,"0",2015-01-24,"Stock Seed","Q3",NA
"2208","Gage11054","Sporobolus compositus","SP2Riha",2,2018-06-12,"3",2015-01-24,"Stock Seed","Q3",NA
"2212","Gage11054","Schizachyrium scoparium","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",2
"2217","Gage11054","Rudbeckia hirta","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",NA
"2218","Gage11054","Rudbeckia hirta","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q3",NA
"2222","Gage11054","Verbena stricta","F1Riha",1,2018-10-23,"2",2015-01-24,"Stock Seed","Q3",NA
"2224","Gage11054","Verbena stricta","F2Riha",2,2018-10-23,"2",2015-01-24,"Stock Seed","Q3",NA
"2225","Gage11054","Zizia aurea","SP1Riha",1,2018-06-12,"6",2015-01-24,"Stock Seed","Q3",NA
"2226","Gage11060","Chamaecrista fasciculata","F1Seitz",1,2018-10-23,"1",2015-02-24,"Stock Seed","Q3",NA
"2228","Gage11060","Bouteloua curtipendula","F2Seitz",2,2018-10-23,"5",2015-02-24,"Stock Seed","Q3",2
"2229","Gage11060","Asclepias sullivantii","SP1Seitz",1,2018-06-12,"7",2015-02-24,"Stock Seed","Q3",NA
"2230","Gage11060","Lactuca ludoviciana","SP1Seitz",1,2018-06-12,"3",2015-02-24,"Stock Seed","Q3",1
"2231","Gage11060","Symphyotrichum ericoides","SP2Seitz",2,2018-06-12,"3",2015-02-24,"Stock Seed","Q3",NA
"2233","Gage11060","Lepidium densiflorum","SP2Seitz",2,2018-06-12,"0",2015-02-24,"Stock Seed","Q3",NA
"2234","Gage11060","Conyza canadensis","SP2Seitz",2,2018-06-12,"0",2015-02-24,"Stock Seed","Q3",NA
"2236","Gage11060","Conyza canadensis","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q3",NA
"2239","Gage11060","Lepidium densiflorum","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q3",NA
"2241","Gage11060","Heliopsis helianthoides","F1Seitz",1,2018-10-23,"4",2015-02-24,"Stock Seed","Q3",2
"2242","Gage11060","Schizachyrium scoparium","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2243","Gage11060","Rudbeckia hirta","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q3",NA
"2244","Gage11060","Silphium perfoliatum","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2245","Gage11060","Lactuca ludoviciana","SP2Seitz",2,2018-06-12,"3",2015-02-24,"Stock Seed","Q3",2
"2246","Gage11060","Monarda fistulosa","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2248","Gage11060","Desmanthus illinoensis","SP2Seitz",2,2018-06-12,"5",2015-02-24,"Stock Seed","Q3",NA
"2251","Gage11060","Schizachyrium scoparium","F1Seitz",1,2018-10-23,"4",2015-02-24,"Stock Seed","Q3",1
"2252","Gage11060","Solanum rostratum","SP2Seitz",2,2018-06-12,"0",2015-02-24,"Stock Seed","Q3",NA
"2253","Gage11060","Andropogon gerardii","SP2Seitz",2,2018-06-12,"5",2015-02-24,"Stock Seed","Q3",1
"2254","Gage11060","Solidago canadensis","F2Seitz",2,2018-10-23,"2",2015-02-24,"Stock Seed","Q3",1
"2255","Gage11060","Solidago canadensis","F1Seitz",1,2018-10-23,"2",2015-02-24,"Stock Seed","Q3",2
"2256","Gage11060","Silphium perfoliatum","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2257","Gage11060","Andropogon gerardii","SP1Seitz",1,2018-06-12,"5",2015-02-24,"Stock Seed","Q3",NA
"2258","Gage11060","Ambrosia artemisiifolia","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q3",NA
"2259","Gage11060","Sporobolus compositus","SP1Seitz",1,2018-06-12,"3",2015-02-24,"Stock Seed","Q3",NA
"2260","Gage11060","Erigeron annuus","SP1Seitz",1,2018-06-12,"1",2015-02-24,"Stock Seed","Q3",NA
"2261","Gage11060","Eragrostis spectabilis","F1Seitz",1,2018-10-23,"3",2015-02-24,"Stock Seed","Q3",NA
"2262","Gage11060","Asclepias tuberosa","SP2Seitz",2,2018-06-12,"6",2015-02-24,"Stock Seed","Q3",NA
"2263","Gage11060","Chamaecrista fasciculata","SP1Seitz",1,2018-06-12,"1",2015-02-24,"Stock Seed","Q3",1
"2265","Gage11060","Zizia aurea","F1Seitz",1,2018-10-23,"6",2015-02-24,"Stock Seed","Q3",NA
"2267","Gage11060","Chamaecrista fasciculata","SP2Seitz",2,2018-06-12,"1",2015-02-24,"Stock Seed","Q3",NA
"2268","Gage11060","Oxalis stricta","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q3",1
"2269","Gage11060","Helianthus grosseserratus","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2270","Gage11060","Schizachyrium scoparium","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2271","Gage11060","Pseudognaphalium obtusifolium","F2Seitz",2,2018-10-23,"3",2015-02-24,"Stock Seed","Q3",NA
"2272","Gage11060","Solidago missouriensis","F2Seitz",2,2018-10-23,"5",2015-02-24,"Stock Seed","Q3",NA
"2273","Gage11060","Ratibida columnifera","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2274","Gage11060","Symphyotrichum novae-angliae","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q3",2
"2275","Gage11060","Silphium perfoliatum","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q3",NA
"2276","Gage11060","Eupatorium altissimum","SP1Seitz",1,2018-06-12,"3",2015-02-24,"Stock Seed","Q3",NA
"2277","Gage11060","Schizachyrium scoparium","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q3",3
"2278","Gage11060","Sporobolus compositus","SP2Seitz",2,2018-06-12,"3",2015-02-24,"Stock Seed","Q3",NA
"2279","Gage11060","Zizia aurea","F2Seitz",2,2018-10-23,"6",2015-02-24,"Stock Seed","Q3",NA
"2280","Gage11060","Erigeron strigosus","F1Seitz",1,2018-10-23,"2",2015-02-24,"Stock Seed","Q3",NA
"2281","Gage11060","Bouteloua curtipendula","F1Seitz",1,2018-10-23,"5",2015-02-24,"Stock Seed","Q3",2
"2282","Gage11060","Solidago missouriensis","F1Seitz",1,2018-10-23,"5",2015-02-24,"Stock Seed","Q3",NA
"2283","Gage11060","Erigeron annuus","SP2Seitz",2,2018-06-12,"1",2015-02-24,"Stock Seed","Q3",NA
"2284","Gage11060","Erigeron strigosus","F2Seitz",2,2018-10-23,"2",2015-02-24,"Stock Seed","Q3",1
"2285","Gage11060","Solidago canadensis","SP1Seitz",1,2018-06-12,"2",2015-02-24,"Stock Seed","Q3",2
"2289","Gage11060","Symphyotrichum novae-angliae","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",NA
"2290","Gage11060","Rudbeckia hirta","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",2
"2291","Gage11060","Chloris verticillata","F2Seitz",2,2018-10-23,"0",2015-02-24,"Stock Seed","Q3",NA
"2293","Gage11060","Hordeum pusillum","SP2Seitz",2,2018-06-12,"1",2015-02-24,"Stock Seed","Q3",NA
"2294","Gage11060","Rudbeckia hirta","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",1
"2295","Gage11060","Ratibida columnifera","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q3",1
"2298","Gage11060","Solidago canadensis","SP2Seitz",2,2018-06-12,"2",2015-02-24,"Stock Seed","Q3",3
"2299","Gage11060","Rudbeckia hirta","F1Seitz",1,2018-10-23,"4",2015-02-24,"Stock Seed","Q3",NA
"2301","Harlan11007A","Andropogon gerardii","SP2Lutjeharms4.6",2,2018-05-31,"5",NA,NA,"Q3",NA
"2302","Harlan11007A","Ratibida columnifera","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q3",NA
"2303","Harlan11007A","Descurainia pinnata","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q3",NA
"2304","Harlan11007A","Bouteloua curtipendula","F1Lutjeharms4.6",1,2018-09-27,"5",NA,NA,"Q3",NA
"2305","Harlan11007A","Conyza canadensis","SP1Lutjeharms4.6",1,2018-05-31,"0",NA,NA,"Q3",5
"2306","Harlan11007A","Conyza canadensis","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q3",1
"2314","Harlan11007A","Rudbeckia hirta","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q3",1
"2315","Harlan11007A","Rudbeckia hirta","F1Lutjeharms4.6",1,2018-09-27,"4",NA,NA,"Q3",NA
"2316","Harlan11007A","Monarda fistulosa","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q3",NA
"2318","Harlan11007A","Ratibida pinnata","SP1Lutjeharms4.6",1,2018-05-31,"4",NA,NA,"Q3",NA
"2319","Harlan11007A","Lepidium densiflorum","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q3",1
"2322","Harlan11007A","Ratibida pinnata","F1Lutjeharms4.6",1,2018-09-27,"4",NA,NA,"Q3",NA
"2323","Harlan11007A","Sorghastrum nutans","F1Lutjeharms4.6",1,2018-09-27,"5",NA,NA,"Q3",NA
"2324","Harlan11007A","Oxalis stricta","F2Lutjeharms4.6",2,2018-09-27,"0",NA,NA,"Q3",NA
"2326","Harlan11007A","Schizachyrium scoparium","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q3",NA
"2329","Harlan11007A","Rudbeckia hirta","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q3",2
"2333","Harlan11007A","Panicum dichotomiflorum","F2Lutjeharms4.6",2,2018-09-27,"0",NA,NA,"Q3",NA
"2337","Harlan11007A","Sorghastrum nutans","SP1Lutjeharms4.6",1,2018-05-31,"5",NA,NA,"Q3",1
"2339","Harlan11007A","Pseudognaphalium obtusifolium","F1Lutjeharms4.6",1,2018-09-27,"3",NA,NA,"Q3",NA
"2341","Harlan11007A","Schizachyrium scoparium","SP1Lutjeharms4.6",1,2018-05-31,"4",NA,NA,"Q3",NA
"2342","Harlan11007A","Schizachyrium scoparium","F1Lutjeharms4.6",1,2018-09-27,"4",NA,NA,"Q3",NA
"2343","Harlan11007A","Ratibida pinnata","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q3",NA
"2345","Harlan11007A","Conyza canadensis","F2Lutjeharms4.6",2,2018-09-27,"0",NA,NA,"Q3",NA
"2346","Harlan11007A","Rudbeckia hirta","SP1Lutjeharms4.6",1,2018-05-31,"4",NA,NA,"Q3",NA
"2347","Harlan11007A","Schizachyrium scoparium","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q3",NA
"2348","Harlan11007A","Monarda fistulosa","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q3",NA
"2350","Harlan11007A","Sorghastrum nutans","F2Lutjeharms4.6",2,2018-09-27,"5",NA,NA,"Q3",4
"2352","Harlan11007A","Oxalis stricta","SP1Lutjeharms4.6",1,2018-05-31,"0",NA,NA,"Q3",NA
"2353","Harlan11007A","Ratibida pinnata","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q3",NA
"2354","Harlan11007A","Oxalis stricta","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q3",NA
"2356","Harlan11008A","Conyza canadensis","SP1Lutjeharms",1,2018-05-31,"0",NA,NA,"Q3",5
"2358","Harlan11008A","Conyza canadensis","SP2Lutjeharms",2,2018-05-31,"0",NA,NA,"Q3",2
"2361","Harlan11008A","Schizachyrium scoparium","SP2Lutjeharms",2,2018-05-31,"4",NA,NA,"Q3",NA
"2363","Harlan11008A","Chamaecrista fasciculata","SP1Lutjeharms",1,2018-05-31,"1",NA,NA,"Q3",1
"2366","Harlan11008A","Schizachyrium scoparium","SP1Lutjeharms",1,2018-05-31,"4",NA,NA,"Q3",1
"2368","Harlan11008A","Oenothera rhombipetala","SP1Lutjeharms",1,2018-05-31,"2",NA,NA,"Q3",1
"2370","Harlan11008A","Ratibida columnifera","SP1Lutjeharms",1,2018-05-31,"4",NA,NA,"Q3",NA
"2374","Harlan11008A","Helianthus annuus","SP1Lutjeharms",1,2018-05-31,"0",NA,NA,"Q3",NA
"2375","Harlan11008A","Sorghastrum nutans","SP1Lutjeharms",1,2018-05-31,"5",NA,NA,"Q3",NA
"2376","Harlan11008A","Euphorbia maculata","SP2Lutjeharms",2,2018-05-31,"0",NA,NA,"Q3",NA
"2378","Harlan11012","Brickellia eupatorioides","F1Woollen",1,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2379","Harlan11012","Dalea candida","F2Woollen",2,2018-09-28,"6",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2380","Harlan11012","Galium aparine","SP1Woollen",1,2018-05-31,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2381","Harlan11012","Ambrosia trifida","SP2Woollen",2,2018-05-31,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2382","Harlan11012","Elymus virginicus","F2Woollen",2,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2383","Harlan11012","Helianthus grosseserratus","SP1Woollen",1,2018-05-31,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",2
"2384","Harlan11012","Silphium perfoliatum","SP1Woollen",1,2018-05-31,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2385","Harlan11012","Helianthus maximiliani","F2Woollen",2,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",1
"2386","Harlan11012","Helianthus pauciflorus","F2Woollen",2,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2387","Harlan11012","Astragalus canadensis","F1Woollen",1,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",NA
"2388","Harlan11012","Ambrosia trifida","SP1Woollen",1,2018-05-31,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",1
"2389","Harlan11012","Schizachyrium scoparium","F2Woollen",2,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q3",2
