"SequenceID","FieldID","Species","VisitID","Transect","VisitDate","CoEOfConsvm","PlantedDate","SeedVendor","Quadrant","CoverValue"
"2619","Webster11004","Dalea candida","F2Shipman8.3",2,2018-09-27,"6",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2620","Webster11004","Distichlis spicata","F1Shipman8.3",1,2018-09-27,"3",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2621","Webster11004","Monarda fistulosa","F1Shipman8.3",1,2018-09-27,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2623","Webster11004","Bouteloua gracilis","F1Shipman8.3",1,2018-09-27,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2624","Webster11004","Dalea candida","F1Shipman8.3",1,2018-09-27,"6",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2625","Webster11004","Physalis longifolia","F2Shipman8.3",2,2018-09-27,"0",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2626","Webster11004","Achillea millefolium","SP2Shipman8.3",2,2018-06-01,"2",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2629","Webster11004","Sorghastrum nutans","SP2Shipman8.3",2,2018-06-01,"5",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2631","Webster11004","Heliopsis helianthoides","F1Shipman8.3",1,2018-09-27,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2632","Webster11004","Solanum carolinense","SP2Shipman8.3",2,2018-06-01,"2",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2633","Webster11004","Sorghastrum nutans","F1Shipman8.3",1,2018-09-27,"5",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2634","Webster11004","Ratibida pinnata","SP1Shipman8.3",1,2018-06-01,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2635","Webster11004","Bouteloua curtipendula","F1Shipman8.3",1,2018-09-27,"5",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2636","Webster11004","Conyza canadensis","SP1Shipman8.3",1,2018-06-01,"0",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2639","Webster11004","Ratibida pinnata","SP2Shipman8.3",2,2018-06-01,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2640","Webster11004","Eragrostis spectabilis","F1Shipman8.3",1,2018-09-27,"3",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2641","Webster11004","Rudbeckia hirta","SP1Shipman8.3",1,2018-06-01,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2643","Webster11004","Schizachyrium scoparium","F2Shipman8.3",2,2018-09-27,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2645","Webster11004","Schizachyrium scoparium","F1Shipman8.3",1,2018-09-27,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2647","Webster11004","Achillea millefolium","F2Shipman8.3",2,2018-09-27,"2",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2648","Webster11004","Monarda fistulosa","SP2Shipman8.3",2,2018-06-01,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2649","Webster11004","Desmanthus illinoensis","F1Shipman8.3",1,2018-09-27,"5",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2651","Webster11004","Oenothera rhombipetala","F1Shipman8.3",1,2018-09-27,"2",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2652","Webster11004","Helianthus mollis","F2Shipman8.3",2,2018-09-27,"6",2015-04-23,"Star Seed - Dealer - PF","Q3FC",1
"2653","Webster11004","Verbena stricta","F1Shipman8.3",1,2018-09-27,"2",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2654","Webster11004","Bouteloua curtipendula","F2Shipman8.3",2,2018-09-27,"5",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2655","Webster11004","Andropogon hallii","SP2Shipman8.3",2,2018-06-01,"5",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2657","Webster11004","Schizachyrium scoparium","SP1Shipman8.3",1,2018-06-01,"4",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2659","Webster11004","Chamaecrista fasciculata","F2Shipman8.3",2,2018-09-27,"1",2015-04-23,"Star Seed - Dealer - PF","Q3FC",NA
"2661","Webster11006","Conyza canadensis","SP1Rasser",1,2018-06-01,"0",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2662","Webster11006","Descurainia pinnata","SP2Rasser",2,2018-06-01,"0",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2666","Webster11006","Descurainia pinnata","SP1Rasser",1,2018-06-01,"0",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2670","Webster11006","Conyza canadensis","SP2Rasser",2,2018-06-01,"0",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2671","Webster11006","Toxicodendron radicans","SP2Rasser",2,2018-06-01,"2",2015-04-16,"Star Seed - Dealer -PF seed mix","Q3FC",NA
"2676","Antelope11001","Rudbeckia hirta","SP2Fulton1.9",2,2018-06-05,"4",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2677","Antelope11001","Chamaecrista fasciculata","SP2Fulton1.9",2,2018-06-05,"1",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2678","Antelope11001","Achillea millefolium","SP2Fulton1.9",2,2018-06-05,"2",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2680","Antelope11001","Pascopyrum smithii","SP2Fulton1.9",2,2018-06-05,"3",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2682","Antelope11001","Monarda fistulosa","SP1Fulton1.9",1,2018-06-05,"4",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2683","Antelope11001","Festuca octoflora","SP1Fulton1.9",1,2018-06-05,"3",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2684","Antelope11001","Ulmus americana","SP2Fulton1.9",2,2018-06-05,"3",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2686","Antelope11001","Plantago patagonica","SP1Fulton1.9",1,2018-06-05,"1",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2687","Antelope11001","Koeleria macrantha","SP1Fulton1.9",1,2018-06-05,"6",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2689","Antelope11001","Achillea millefolium","SP1Fulton1.9",1,2018-06-05,"2",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2690","Antelope11001","Andropogon gerardii","SP2Fulton1.9",2,2018-06-05,"5",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2694","Antelope11001","Schizachyrium scoparium","SP1Fulton1.9",1,2018-06-05,"4",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2697","Antelope11001","Conyza canadensis","SP2Fulton1.9",2,2018-06-05,"0",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2699","Antelope11001","Conyza canadensis","SP1Fulton1.9",1,2018-06-05,"0",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2700","Antelope11001","Heliopsis helianthoides","SP1Fulton1.9",1,2018-06-05,"4",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2701","Antelope11001","Helianthus maximiliani","SP2Fulton1.9",2,2018-06-05,"4",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2702","Antelope11001","Andropogon gerardii","SP1Fulton1.9",1,2018-06-05,"5",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2703","Antelope11001","Lepidium densiflorum","SP1Fulton1.9",1,2018-06-05,"0",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2704","Antelope11001","Schizachyrium scoparium","SP2Fulton1.9",2,2018-06-05,"4",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2705","Antelope11001","Pascopyrum smithii","SP1Fulton1.9",1,2018-06-05,"3",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2707","Antelope11001","Rudbeckia hirta","SP1Fulton1.9",1,2018-06-05,"4",2015-05-09,"The Seed House- same mix as Antelope11002","Q4FC",NA
"2709","Antelope11002","Achillea millefolium","SP2Fulton",2,2018-06-05,"2",2015-05-09,"The Seed House","Q4FC",NA
"2713","Antelope11002","Heliopsis helianthoides","SP2Fulton",2,2018-06-05,"4",2015-05-09,"The Seed House","Q4FC",NA
"2721","Antelope11002","Helianthus maximiliani","SP2Fulton",2,2018-06-05,"4",2015-05-09,"The Seed House","Q4FC",NA
"2724","Antelope11002","Achillea millefolium","SP1Fulton",1,2018-06-05,"2",2015-05-09,"The Seed House","Q4FC",NA
"2726","Antelope11005","Andropogon gerardii","SP1Knievel",1,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2728","Antelope11005","Lepidium densiflorum","SP1Knievel",1,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2729","Antelope11005","Achillea millefolium","SP1Knievel",1,2018-06-06,"2",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2731","Antelope11005","Conyza canadensis","SP1Knievel",1,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2732","Antelope11005","Achillea millefolium","SP2Knievel",2,2018-06-06,"2",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2733","Antelope11005","Eragrostis trichodes","SP1Knievel",1,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2734","Antelope11005","Lespedeza capitata","SP2Knievel",2,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2735","Antelope11005","Ratibida pinnata","SP1Knievel",1,2018-06-06,"4",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2736","Antelope11005","Potentilla arguta","SP1Knievel",1,2018-06-06,"6",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2737","Antelope11005","Ambrosia trifida","SP2Knievel",2,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2738","Antelope11005","Oenothera biennis","SP2Knievel",2,2018-06-06,"1",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2739","Antelope11005","Rudbeckia hirta","SP2Knievel",2,2018-06-06,"4",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2740","Antelope11005","Cynanchum laeve","SP2Knievel",2,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2741","Antelope11005","Ambrosia trifida","SP1Knievel",1,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2742","Antelope11005","Schizachyrium scoparium","SP2Knievel",2,2018-06-06,"4",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2743","Antelope11005","Sorghastrum nutans","SP2Knievel",2,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2744","Antelope11005","Elymus canadensis","SP1Knievel",1,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2745","Antelope11005","Oxalis stricta","SP1Knievel",1,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2746","Antelope11005","Oxalis stricta","SP2Knievel",2,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2747","Antelope11005","Schizachyrium scoparium","SP1Knievel",1,2018-06-06,"4",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2751","Antelope11005","Pascopyrum smithii","SP1Knievel",1,2018-06-06,"3",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2752","Antelope11005","Oenothera rhombipetala","SP1Knievel",1,2018-06-06,"2",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2756","Antelope11005","Chloris verticillata","SP2Knievel",2,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2757","Antelope11005","Rudbeckia hirta","SP1Knievel",1,2018-06-06,"4",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2758","Antelope11005","Sorghastrum nutans","SP1Knievel",1,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2759","Antelope11005","Carex brevior","SP1Knievel",1,2018-06-06,"4",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2760","Antelope11005","Conyza canadensis","SP2Knievel",2,2018-06-06,"0",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2761","Antelope11005","Eragrostis trichodes","SP2Knievel",2,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q4FC",NA
"2765","Antelope11025A","Ambrosia artemisiifolia","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2766","Antelope11025A","Oenothera laciniata","SP2Pellatz",2,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2768","Antelope11025A","Plantago patagonica","SP1Pellatz",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2769","Antelope11025A","Physalis virginiana","SP2Pellatz",2,2018-06-06,"6",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2770","Antelope11025A","Conyza canadensis","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2771","Antelope11025A","Schizachyrium scoparium","SP1Pellatz",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2772","Antelope11025A","Chamaecrista fasciculata","SP1Pellatz",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2773","Antelope11025A","Triodanis perfoliata","SP2Pellatz",2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2775","Antelope11025A","Euphorbia dentata","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2776","Antelope11025A","Andropogon gerardii","SP1Pellatz",1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2779","Antelope11025A","Chloris verticillata","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2781","Antelope11025A","Schizachyrium scoparium","SP2Pellatz",2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2782","Antelope11025A","Cyperus schwinitzii","SP1Pellatz",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2783","Antelope11025A","Heterotheca subaxillaris","SP1Pellatz",1,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2785","Antelope11025A","Juniperus virginiana","SP1Pellatz",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2786","Antelope11025A","Lepidium densiflorum","SP1Pellatz",1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2787","Antelope11025A","Lepidium densiflorum","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2788","Antelope11025A","Oxalis stricta","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q4FC",NA
"2792","Antelope11025B","Ambrosia artemisiifolia","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2793","Antelope11025B","Oenothera biennis","SP1Pellatz5.8",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2794","Antelope11025B","Conyza canadensis","SP1Pellatz5.8",1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2795","Antelope11025B","Schizachyrium scoparium","SP1Pellatz5.8",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2796","Antelope11025B","Schizachyrium scoparium","SP2Pellatz5.8",2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2797","Antelope11025B","Festuca octoflora","SP2Pellatz5.8",2,2018-06-06,"3",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2798","Antelope11025B","Heterotheca subaxillaris","SP2Pellatz5.8",2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2799","Antelope11025B","Eragrostis trichodes","SP2Pellatz5.8",2,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2801","Antelope11025B","Chamaecrista fasciculata","SP1Pellatz5.8",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2803","Antelope11025B","Ambrosia psilostachya","SP2Pellatz5.8",2,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2804","Antelope11025B","Conyza canadensis","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2807","Antelope11025B","Monarda fistulosa","SP2Pellatz5.8",2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2808","Antelope11025B","Oxalis stricta","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2809","Antelope11025B","Heterotheca subaxillaris","SP1Pellatz5.8",1,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2810","Antelope11025B","Eragrostis trichodes","SP1Pellatz5.8",1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2811","Antelope11025B","Carex brevior","SP1Pellatz5.8",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2813","Antelope11025B","Lepidium densiflorum","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2814","Antelope11025B","Helianthus annuus","SP1Pellatz5.8",1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2815","Antelope11025B","Festuca octoflora","SP1Pellatz5.8",1,2018-06-06,"3",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2816","Antelope11025B","Elymus canadensis","SP2Pellatz5.8",2,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2818","Antelope11025B","Andropogon gerardii","SP1Pellatz5.8",1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2819","Antelope11025B","Triodanis perfoliata","SP2Pellatz5.8",2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q4FC",NA
"2821","Furnas1008","Ratibida pinnata","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q4FC",NA
"2823","Furnas1008","Ambrosia psilostachya","F3Schluntz14.84",3,2018-09-28,"1",NA,NA,"Q4FC",NA
"2824","Furnas1008","Andropogon gerardii","F3Schluntz14.84",3,2018-09-28,"5",NA,NA,"Q4FC",NA
"2826","Furnas1008","Rudbeckia hirta","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q4FC",NA
"2827","Furnas1008","Schizachyrium scoparium","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q4FC",NA
"2828","Furnas1008","Helianthus maximiliani","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q4FC",NA
"2830","Furnas1008","Conyza canadensis","F3Schluntz14.84",3,2018-09-28,"0",NA,NA,"Q4FC",NA
"2833","Furnas1008","Sorghastrum nutans","F3Schluntz14.84",3,2018-09-28,"5",NA,NA,"Q4FC",NA
"2834","Furnas11006","Schizachyrium scoparium","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2835","Furnas11006","Ratibida pinnata","F1Schluntz",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2836","Furnas11006","Andropogon gerardii","F1Schluntz",1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2837","Furnas11006","Euphorbia dentata","SP2Schluntz",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2839","Furnas11006","Euphorbia maculata","SP2Schluntz",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2842","Furnas11006","Ratibida pinnata","SP2Schluntz",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2844","Furnas11006","Conyza canadensis","F2Schluntz",2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2846","Furnas11006","Schizachyrium scoparium","SP2Schluntz",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2847","Furnas11006","Salvia azurea","F1Schluntz",1,2018-09-28,"6",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2848","Furnas11006","Ratibida columnifera","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2849","Furnas11006","Bouteloua gracilis","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2851","Furnas11006","Andropogon gerardii","SP2Schluntz",2,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2854","Furnas11006","Rudbeckia hirta","SP2Schluntz",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2855","Furnas11006","Bouteloua curtipendula","F1Schluntz",1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2857","Furnas11006","Rudbeckia hirta","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2858","Furnas11006","Conyza canadensis","SP1Schluntz",1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2859","Furnas11006","Ratibida pinnata","F2Schluntz",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2862","Furnas11006","Symphoricarpos occidentalis","F1Schluntz",1,2018-09-28,"2",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2863","Furnas11006","Ratibida pinnata","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2864","Furnas11006","Rudbeckia hirta","F1Schluntz",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2867","Furnas11006","Achillea millefolium","SP1Schluntz",1,2018-05-30,"2",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2868","Furnas11006","Calystegia sepium","SP2Schluntz",2,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2870","Furnas11006","Schizachyrium scoparium","F1Schluntz",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2873","Furnas11006","Conyza canadensis","SP2Schluntz",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q4FC",NA
"2881","Furnas11008","Coreopsis tinctoria","SP1Schluntz14.84",1,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2883","Furnas11008","Chamaecrista fasciculata","F1Schluntz14.84",1,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2884","Furnas11008","Panicum virgatum","F2Schluntz14.84",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2886","Furnas11008","Schizachyrium scoparium","SP2Schluntz14.84",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2887","Furnas11008","Helianthus annuus","F2Schluntz14.84",2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2889","Furnas11008","Conyza canadensis","SP1Schluntz14.84",1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2890","Furnas11008","Ratibida pinnata","SP3Schluntz14.84",3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2892","Furnas11008","Solidago canadensis","SP1Schluntz14.84",1,2018-05-30,"2",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2893","Furnas11008","Sorghastrum nutans","F2Schluntz14.84",2,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2896","Furnas11008","Sorghastrum nutans","SP1Schluntz14.84",1,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2897","Furnas11008","Ambrosia artemisiifolia","F1Schluntz14.84",1,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2898","Furnas11008","Sporobolus compositus","SP2Schluntz14.84",2,2018-05-30,"3",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2900","Furnas11008","Elymus canadensis","SP1Schluntz14.84",1,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2901","Furnas11008","Helianthus annuus","SP1Schluntz14.84",1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2903","Furnas11008","Conyza canadensis","F2Schluntz14.84",2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2905","Furnas11008","Conyza canadensis","SP2Schluntz14.84",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2907","Furnas11008","Rudbeckia hirta","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2908","Furnas11008","Ambrosia trifida","SP2Schluntz14.84",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2910","Furnas11008","Ratibida pinnata","SP1Schluntz14.84",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2911","Furnas11008","Asclepias syriaca","SP1Schluntz14.84",1,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2912","Furnas11008","Schizachyrium scoparium","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2913","Furnas11008","Schizachyrium scoparium","F2Schluntz14.84",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
"2914","Furnas11008","Ambrosia psilostachya","F2Schluntz14.84",2,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q4FC",NA
